"Contract Type","Contract Name","Clearing Quantity (MWh)"
"Hourly","PH19090818","286.70"
"Block","PB19090818-01","218.20"
"Block","PB19090819-01","205.30"
"Hourly","PH19090819","312.90"
"Block","PB19090820-01","208.70"
"Hourly","PH19090820","249.10"
"Hourly","PH19090821","292.50"
"Block","PB19090821-01","226.20"
"Block","PB19090822-01","217.40"
"Block","PB19090822-02","10.00"
"Hourly","PH19090822","284.50"
"Hourly","PH19090823","292.10"
"Block","PB19090823-01","231.20"
"Block","PB19090900-01","174.50"
"Hourly","PH19090900","139.20"
"Hourly","PH19090901","187.70"
"Block","PB19090901-01","158.50"
"Block","PB19090902-01","200.40"
"Hourly","PH19090902","108.50"
"Block","PB19090903-01","215.00"
"Hourly","PH19090903","267.70"
"Block","PB19090904-01","195.10"
"Hourly","PH19090904","313.30"
"Hourly","PH19090905","277.30"
"Block","PB19090905-01","174.70"
"Block","PB19090905-02","0.50"
"Hourly","PH19090906","231.50"
"Block","PB19090906-01","179.50"
"Block","PB19090907-01","188.00"
"Hourly","PH19090907","102.70"
"Block","PB19090908-01","190.50"
"Hourly","PH19090908","135.30"
"Block","PB19090908-02","0.50"
"Block","PB19090909-01","149.90"
"Hourly","PH19090909","109.30"
"Block","PB19090910-01","189.70"
"Hourly","PH19090910","246.60"
"Hourly","PH19090911","281.50"
"Block","PB19090911-01","196.30"
"Block","PB19090912-01","253.90"
"Hourly","PH19090912","235.00"
"Hourly","PH19090913","288.40"
"Block","PB19090913-01","224.80"
"Hourly","PH19090914","442.20"
"Block","PB19090914-01","249.20"
"Block","PB19090915-01","257.10"
"Hourly","PH19090915","483.00"
"Block","PB19090916-01","279.10"
"Hourly","PH19090916","414.20"
"Hourly","PH19090917","445.20"
"Block","PB19090917-01","292.60"
"Block","PB19090918-01","285.50"
"Hourly","PH19090918","364.40"
"Block","PB19090918-03","11.00"
"Hourly","PH19090919","540.20"
"Block","PB19090919-01","306.90"
"Hourly","PH19090920","397.50"
"Block","PB19090920-01","293.80"
"Block","PB19090921-01","269.90"
"Hourly","PH19090921","348.50"
"Block","PB19090922-01","265.10"
"Hourly","PH19090922","320.10"
"Block","PB19090923-01","271.90"
"Hourly","PH19090923","528.50"
"Hourly","PH19091000","215.40"
"Block","PB19091000-02","10.00"
"Block","PB19091000-01","145.80"
"Hourly","PH19091001","198.10"
"Block","PB19091001-01","140.10"
"Hourly","PH19091002","205.20"
"Block","PB19091002-02","10.00"
"Block","PB19091002-01","150.20"
"Block","PB19091003-01","160.80"
"Hourly","PH19091003","203.80"
"Hourly","PH19091004","187.80"
"Block","PB19091004-01","148.40"
"Hourly","PH19091005","182.50"
"Block","PB19091005-01","147.60"
"Block","PB19091006-01","152.20"
"Hourly","PH19091006","150.60"
"Hourly","PH19091007","252.50"
"Block","PB19091007-01","173.30"
"Block","PB19091008-02","11.00"
"Hourly","PH19091008","318.50"
"Block","PB19091008-01","175.20"
"Hourly","PH19091009","352.00"
"Block","PB19091009-01","191.50"
"Block","PB19091010-01","159.10"
"Hourly","PH19091010","373.20"
"Hourly","PH19091011","514.10"
"Block","PB19091011-01","172.60"
"Hourly","PH19091012","488.40"
"Block","PB19091012-01","205.50"
"Block","PB19091013-11","0.00"
"Hourly","PH19091013","578.80"
"Block","PB19091013-01","223.90"
"Hourly","PH19091014","754.40"
"Block","PB19091014-01","191.90"
"Block","PB19091015-03","5.00"
"Hourly","PH19091015","605.40"
"Block","PB19091015-01","201.60"
"Hourly","PH19091016","606.30"
"Block","PB19091016-01","227.40"
"Block","PB19091017-04","7.00"
"Hourly","PH19091017","389.30"
"Block","PB19091017-01","179.80"
"Block","PB19091018-01","172.80"
"Hourly","PH19091018","390.20"
"Hourly","PH19091019","397.50"
"Block","PB19091019-01","225.10"
"Block","PB19091020-01","317.80"
"Hourly","PH19091020","314.10"
"Hourly","PH19091021","286.50"
"Block","PB19091021-01","307.00"
"Block","PB19091022-01","293.30"
"Hourly","PH19091022","376.60"
"Block","PB19091023-01","290.40"
"Hourly","PH19091023","447.70"
"Block","PB19091100-01","165.90"
"Hourly","PH19091100","162.30"
"Block","PB19091101-01","169.10"
"Hourly","PH19091101","149.70"
"Hourly","PH19091102","239.40"
"Block","PB19091102-01","188.40"
"Block","PB19091103-01","203.80"
"Hourly","PH19091103","155.60"
"Block","PB19091104-01","218.20"
"Hourly","PH19091104","236.40"
"Block","PB19091105-01","185.40"
"Hourly","PH19091105","272.70"
"Hourly","PH19091106","216.60"
"Block","PB19091106-01","174.40"
"Block","PB19091107-01","209.00"
"Hourly","PH19091107","153.80"
"Block","PB19091108-01","234.70"
"Hourly","PH19091108","124.20"
"Block","PB19091109-01","221.00"
"Hourly","PH19091109","182.50"
"Hourly","PH19091110","290.40"
"Block","PB19091110-01","254.00"
"Block","PB19091111-01","241.50"
"Hourly","PH19091111","302.70"
"Block","PB19091112-01","213.80"
"Hourly","PH19091112","275.50"
"Hourly","PH19091113","333.80"
"Block","PB19091113-01","177.20"
"Block","PB19091114-01","158.70"
"Hourly","PH19091114","321.30"
"Block","PB19091115-01","205.20"
"Hourly","PH19091115","297.90"
"Hourly","PH19091116","264.00"
"Block","PB19091116-01","206.40"
"Block","PB19091117-01","218.50"
"Hourly","PH19091117","283.20"
"Block","PB19091118-03","50.00"
"Block","PB19091118-01","240.10"
"Hourly","PH19091118","337.80"
"Hourly","PH19091119","280.70"
"Block","PB19091119-01","285.00"
"Hourly","PH19091120","267.60"
"Block","PB19091120-01","270.60"
"Hourly","PH19091121","186.20"
"Block","PB19091121-01","272.10"
"Block","PB19091122-01","256.50"
"Hourly","PH19091122","210.20"
"Block","PB19091123-01","278.40"
"Hourly","PH19091123","277.90"
"Block","PB19091200-01","191.60"
"Hourly","PH19091200","189.00"
"Block","PB19091201-01","211.60"
"Hourly","PH19091201","166.30"
"Block","PB19091202-01","204.00"
"Hourly","PH19091202","226.90"
"Block","PB19091203-01","219.10"
"Hourly","PH19091203","273.00"
"Block","PB19091204-01","285.10"
"Hourly","PH19091204","184.80"
"Block","PB19091205-01","257.20"
"Hourly","PH19091205","191.40"
"Block","PB19091206-01","241.40"
"Hourly","PH19091206","117.40"
"Block","PB19091207-01","336.00"
"Hourly","PH19091207","138.20"
"Block","PB19091208-01","253.50"
"Hourly","PH19091208","58.30"
"Block","PB19091209-01","280.30"
"Hourly","PH19091209","103.20"
"Block","PB19091210-01","228.20"
"Hourly","PH19091210","133.70"
"Block","PB19091211-01","284.50"
"Hourly","PH19091211","272.20"
"Block","PB19091212-01","268.40"
"Hourly","PH19091212","286.60"
"Block","PB19091213-01","243.70"
"Hourly","PH19091213","346.60"
"Block","PB19091214-01","226.80"
"Hourly","PH19091214","339.30"
"Block","PB19091215-01","205.30"
"Hourly","PH19091215","366.40"
"Block","PB19091216-01","196.70"
"Hourly","PH19091216","328.00"
"Block","PB19091217-01","208.70"
"Hourly","PH19091217","258.90"
"Block","PB19091218-01","208.50"
"Hourly","PH19091218","315.10"
"Block","PB19091219-01","235.20"
"Hourly","PH19091219","277.50"
"Block","PB19091220-01","243.10"
"Hourly","PH19091220","307.00"
"Block","PB19091221-01","248.20"
"Hourly","PH19091221","275.50"
"Block","PB19091222-01","277.80"
"Hourly","PH19091222","451.30"
"Block","PB19091223-01","302.80"
"Hourly","PH19091223","414.70"
"Hourly","PH19091300","83.50"
"Block","PB19091300-01","203.00"
"Hourly","PH19091301","208.70"
"Block","PB19091301-01","203.80"
"Hourly","PH19091302","114.80"
"Block","PB19091302-01","208.00"
"Hourly","PH19091303","169.40"
"Block","PB19091303-01","212.90"
"Block","PB19091304-01","213.10"
"Hourly","PH19091304","217.10"
"Hourly","PH19091305","224.40"
"Block","PB19091305-01","235.30"
"Block","PB19091306-01","214.60"
"Hourly","PH19091306","132.60"
"Hourly","PH19091307","217.60"
"Block","PB19091307-01","225.40"
"Block","PB19091308-01","213.20"
"Hourly","PH19091308","179.50"
"Block","PB19091309-01","177.30"
"Hourly","PH19091309","214.60"
"Hourly","PH19091310","421.10"
"Block","PB19091310-01","214.20"
"Block","PB19091311-01","227.30"
"Hourly","PH19091311","357.80"
"Block","PB19091312-01","252.50"
"Hourly","PH19091312","566.00"
"Block","PB19091312-12","0.00"
"Block","PB19091313-02","0.00"
"Block","PB19091313-01","264.40"
"Hourly","PH19091313","602.10"
"Hourly","PH19091314","675.00"
"Block","PB19091314-01","244.40"
"Block","PB19091315-01","294.50"
"Hourly","PH19091315","661.40"
"Hourly","PH19091316","595.10"
"Block","PB19091316-01","345.20"
"Block","PB19091317-01","278.20"
"Hourly","PH19091317","538.30"
"Block","PB19091318-01","246.30"
"Hourly","PH19091318","443.00"
"Hourly","PH19091319","495.20"
"Block","PB19091319-01","283.10"
"Hourly","PH19091320","502.40"
"Block","PB19091320-01","257.80"
"Hourly","PH19091321","428.70"
"Block","PB19091321-01","246.10"
"Hourly","PH19091322","470.30"
"Block","PB19091322-01","212.10"
"Block","PB19091323-01","170.80"
"Hourly","PH19091323","535.50"
"Block","PB19091400-01","160.60"
"Hourly","PH19091400","82.40"
"Block","PB19091400-24","10.00"
"Block","PB19091401-01","181.70"
"Hourly","PH19091401","197.90"
"Hourly","PH19091402","235.00"
"Block","PB19091402-01","232.40"
"Hourly","PH19091403","262.30"
"Block","PB19091403-01","184.90"
"Hourly","PH19091404","179.50"
"Block","PB19091404-01","188.10"
"Hourly","PH19091405","186.20"
"Block","PB19091405-01","174.20"
"Block","PB19091406-01","174.60"
"Hourly","PH19091406","203.80"
"Block","PB19091407-01","151.20"
"Hourly","PH19091407","238.30"
"Block","PB19091408-01","294.60"
"Hourly","PH19091408","299.50"
"Block","PB19091409-01","190.10"
"Hourly","PH19091409","398.00"
"Block","PB19091410-01","184.80"
"Hourly","PH19091410","392.10"
"Block","PB19091411-01","233.80"
"Hourly","PH19091411","343.50"
"Block","PB19091412-01","226.60"
"Block","PB19091412-12","30.00"
"Hourly","PH19091412","283.80"
"Block","PB19091413-01","238.70"
"Hourly","PH19091413","388.60"
"Hourly","PH19091414","378.20"
"Block","PB19091414-01","229.00"
"Hourly","PH19091415","381.70"
"Block","PB19091415-01","283.70"
"Block","PB19091416-01","308.00"
"Hourly","PH19091416","444.20"
"Block","PB19091417-01","329.20"
"Hourly","PH19091417","334.60"
"Block","PB19091418-01","312.20"
"Hourly","PH19091418","387.30"
"Block","PB19091419-01","299.90"
"Hourly","PH19091419","503.00"
"Hourly","PH19091420","458.10"
"Block","PB19091420-01","252.00"
"Block","PB19091421-01","248.80"
"Hourly","PH19091421","552.40"
"Block","PB19091422-01","260.90"
"Block","PB19091422-02","10.00"
"Hourly","PH19091422","503.70"
"Block","PB19091423-01","234.10"
"Hourly","PH19091423","543.10"
"Block","PB19091500-01","247.20"
"Hourly","PH19091500","140.90"
"Hourly","PH19091501","192.90"
"Block","PB19091501-01","210.30"
"Block","PB19091502-01","196.60"
"Hourly","PH19091502","514.60"
"Block","PB19091503-03","13.50"
"Hourly","PH19091503","390.30"
"Block","PB19091503-01","175.20"
"Block","PB19091504-02","3.00"
"Hourly","PH19091504","228.30"
"Block","PB19091504-01","192.30"
"Hourly","PH19091505","160.10"
"Block","PB19091505-01","196.60"
"Block","PB19091506-01","219.40"
"Hourly","PH19091506","122.60"
"Hourly","PH19091507","143.20"
"Block","PB19091507-01","234.50"
"Hourly","PH19091508","162.50"
"Block","PB19091508-01","213.50"
"Block","PB19091509-01","240.80"
"Hourly","PH19091509","213.20"
"Block","PB19091510-01","199.40"
"Hourly","PH19091510","144.00"
"Block","PB19091511-01","137.90"
"Hourly","PH19091511","233.60"
"Hourly","PH19091512","228.60"
"Block","PB19091512-01","152.30"
"Hourly","PH19091513","246.40"
"Block","PB19091513-01","205.90"
"Block","PB19091514-01","389.60"
"Block","PB19091514-05","7.50"
"Hourly","PH19091514","652.10"
"Block","PB19091515-01","215.20"
"Hourly","PH19091515","609.30"
"Block","PB19091516-01","204.50"
"Block","PB19091516-03","25.00"
"Block","PB19091516-08","40.00"
"Hourly","PH19091516","599.10"
"Block","PB19091517-01","189.50"
"Block","PB19091517-02","53.00"
"Hourly","PH19091517","416.10"
"Hourly","PH19091518","460.20"
"Block","PB19091518-01","200.30"
"Block","PB19091519-01","258.30"
"Hourly","PH19091519","360.00"
"Block","PB19091520-02","23.00"
"Hourly","PH19091520","336.50"
"Block","PB19091520-01","266.00"
"Hourly","PH19091521","421.20"
"Block","PB19091521-03","30.00"
"Block","PB19091521-01","246.20"
"Hourly","PH19091522","546.70"
"Block","PB19091522-01","259.90"
"Block","PB19091523-01","255.20"
"Hourly","PH19091523","504.80"
"Block","PB19091600-01","188.00"
"Hourly","PH19091600","404.70"
"Block","PB19091601-01","223.60"
"Hourly","PH19091601","365.50"
"Block","PB19091602-01","227.10"
"Hourly","PH19091602","260.20"
"Hourly","PH19091603","294.10"
"Block","PB19091603-01","223.40"
"Hourly","PH19091604","319.20"
"Block","PB19091604-01","205.20"
"Block","PB19091605-01","259.50"
"Hourly","PH19091605","271.80"
"Hourly","PH19091606","261.30"
"Block","PB19091606-01","235.80"
"Block","PB19091607-01","249.80"
"Hourly","PH19091607","202.50"
"Block","PB19091608-03","0.50"
"Block","PB19091608-01","216.10"
"Hourly","PH19091608","295.20"
"Block","PB19091609-01","204.00"
"Hourly","PH19091609","228.60"
"Hourly","PH19091610","255.30"
"Block","PB19091610-01","222.80"
"Block","PB19091611-01","247.20"
"Hourly","PH19091611","480.00"
"Block","PB19091612-01","241.30"
"Hourly","PH19091612","545.70"
"Block","PB19091613-01","270.40"
"Hourly","PH19091613","615.50"
"Hourly","PH19091614","705.90"
"Block","PB19091614-01","309.20"
"Hourly","PH19091615","741.00"
"Block","PB19091615-01","308.00"
"Hourly","PH19091616","675.20"
"Block","PB19091616-01","334.40"
"Hourly","PH19091617","776.10"
"Block","PB19091617-01","321.30"
"Hourly","PH19091618","645.70"
"Block","PB19091618-01","244.70"
"Hourly","PH19091619","662.90"
"Block","PB19091619-01","289.30"
"Block","PB19091620-01","242.10"
"Hourly","PH19091620","475.20"
"Hourly","PH19091621","450.80"
"Block","PB19091621-01","175.60"
"Hourly","PH19091622","410.60"
"Block","PB19091622-01","217.10"
"Hourly","PH19091623","414.70"
"Block","PB19091623-01","214.10"
"Hourly","PH19091700","125.20"
"Block","PB19091700-01","142.10"
"Hourly","PH19091701","129.50"
"Block","PB19091701-01","133.30"
"Hourly","PH19091702","151.70"
"Block","PB19091702-01","158.90"
"Hourly","PH19091703","143.90"
"Block","PB19091703-01","136.40"
"Hourly","PH19091704","329.10"
"Block","PB19091704-01","184.50"
"Block","PB19091705-01","180.30"
"Hourly","PH19091705","290.60"
"Block","PB19091706-01","162.70"
"Hourly","PH19091706","167.00"
"Hourly","PH19091707","122.60"
"Block","PB19091707-01","129.00"
"Block","PB19091708-01","114.10"
"Hourly","PH19091708","187.10"
"Hourly","PH19091709","178.40"
"Block","PB19091709-01","75.40"
"Block","PB19091710-01","123.30"
"Hourly","PH19091710","275.70"
"Block","PB19091711-01","149.10"
"Hourly","PH19091711","322.90"
"Block","PB19091712-01","86.80"
"Hourly","PH19091712","437.90"
"Block","PB19091713-01","150.50"
"Hourly","PH19091713","827.40"
"Block","PB19091714-01","94.90"
"Hourly","PH19091714","822.70"
"Block","PB19091714-10","0.00"
"Block","PB19091715-01","76.80"
"Hourly","PH19091715","692.40"
"Block","PB19091716-01","91.50"
"Hourly","PH19091716","595.60"
"Block","PB19091717-01","91.80"
"Hourly","PH19091717","525.20"
"Hourly","PH19091718","533.60"
"Block","PB19091718-01","97.20"
"Block","PB19091718-06","3.00"
"Block","PB19091719-01","128.80"
"Hourly","PH19091719","465.10"
"Block","PB19091720-01","146.20"
"Hourly","PH19091720","344.10"
"Hourly","PH19091721","306.20"
"Block","PB19091721-01","137.20"
"Block","PB19091722-01","101.00"
"Hourly","PH19091722","373.40"
"Hourly","PH19091723","291.20"
"Block","PB19091723-01","122.40"
"Hourly","PH19091800","151.40"
"Block","PB19091800-01","98.70"
"Block","PB19091801-01","73.80"
"Hourly","PH19091801","211.00"
"Block","PB19091802-01","85.60"
"Hourly","PH19091802","213.00"
"Hourly","PH19091803","289.90"
"Block","PB19091803-01","76.30"
"Hourly","PH19091804","206.10"
"Block","PB19091804-01","112.60"
"Block","PB19091805-01","75.10"
"Hourly","PH19091805","176.30"
"Hourly","PH19091806","143.70"
"Block","PB19091806-01","94.80"
"Block","PB19091807-01","120.40"
"Hourly","PH19091807","146.00"
"Block","PB19091808-01","101.00"
"Hourly","PH19091808","138.90"
"Block","PB19091809-01","92.40"
"Block","PB19091809-04","10.00"
"Hourly","PH19091809","97.90"
"Hourly","PH19091810","164.80"
"Block","PB19091810-01","110.20"
"Block","PB19091811-01","129.40"
"Hourly","PH19091811","329.30"
"Block","PB19091812-01","134.80"
"Hourly","PH19091812","320.30"
"Block","PB19091812-05","4.80"
"Hourly","PH19091813","424.10"
"Block","PB19091813-01","152.60"
"Block","PB19091814-01","147.20"
"Hourly","PH19091814","707.40"
"Block","PB19091815-01","154.40"
"Hourly","PH19091815","579.10"
"Hourly","PH19091816","554.20"
"Block","PB19091816-03","11.00"
"Block","PB19091816-01","168.30"
"Hourly","PH19091817","555.80"
"Block","PB19091817-01","157.00"
"Block","PB19091818-01","176.10"
"Hourly","PH19091818","440.80"
"Hourly","PH19091819","437.40"
"Block","PB19091819-01","185.80"
"Block","PB19091820-01","207.40"
"Hourly","PH19091820","384.60"
"Block","PB19091821-01","198.20"
"Hourly","PH19091821","333.80"
"Block","PB19091822-01","183.20"
"Hourly","PH19091822","303.50"
"Block","PB19091823-01","161.90"
"Hourly","PH19091823","321.60"
"Hourly","PH19091900","166.20"
"Block","PB19091900-01","142.70"
"Block","PB19091901-01","118.30"
"Hourly","PH19091901","88.30"
"Block","PB19091902-01","150.10"
"Hourly","PH19091902","147.40"
"Hourly","PH19091903","137.70"
"Block","PB19091903-01","166.20"
"Block","PB19091904-01","189.40"
"Hourly","PH19091904","216.50"
"Block","PB19091905-01","221.00"
"Hourly","PH19091905","216.70"
"Hourly","PH19091906","141.60"
"Block","PB19091906-01","264.50"
"Block","PB19091907-01","259.60"
"Hourly","PH19091907","199.80"
"Block","PB19091908-01","196.10"
"Hourly","PH19091908","249.10"
"Hourly","PH19091909","224.80"
"Block","PB19091909-01","192.40"
"Hourly","PH19091910","236.20"
"Block","PB19091910-01","191.40"
"Block","PB19091911-01","246.20"
"Hourly","PH19091911","397.20"
"Block","PB19091912-01","240.30"
"Hourly","PH19091912","419.90"
"Block","PB19091913-01","226.60"
"Hourly","PH19091913","384.00"
"Block","PB19091914-01","187.90"
"Hourly","PH19091914","424.90"
"Block","PB19091915-01","277.80"
"Hourly","PH19091915","401.70"
"Block","PB19091916-02","1.00"
"Block","PB19091916-01","294.50"
"Hourly","PH19091916","356.90"
"Hourly","PH19091917","332.30"
"Block","PB19091917-01","330.20"
"Block","PB19091917-02","10.00"
"Hourly","PH19091918","245.20"
"Block","PB19091918-01","282.40"
"Block","PB19091919-01","367.80"
"Hourly","PH19091919","220.10"
"Block","PB19091919-02","10.00"
"Block","PB19091920-01","249.80"
"Hourly","PH19091920","208.40"
"Block","PB19091921-03","50.00"
"Block","PB19091921-01","330.90"
"Hourly","PH19091921","526.70"
"Hourly","PH19091922","550.50"
"Block","PB19091922-01","348.00"
"Block","PB19091923-01","267.80"
"Hourly","PH19091923","680.80"
"Block","PB19092000-01","181.60"
"Hourly","PH19092000","142.70"
"Block","PB19092001-01","189.70"
"Hourly","PH19092001","133.40"
"Hourly","PH19092002","175.30"
"Block","PB19092002-01","197.90"
"Block","PB19092003-01","230.40"
"Hourly","PH19092003","192.40"
"Block","PB19092004-01","258.00"
"Hourly","PH19092004","187.60"
"Hourly","PH19092005","183.20"
"Block","PB19092005-01","282.10"
"Block","PB19092006-01","311.90"
"Hourly","PH19092006","326.30"
"Hourly","PH19092007","157.90"
"Block","PB19092007-01","315.40"
"Block","PB19092008-01","298.30"
"Hourly","PH19092008","114.10"
"Block","PB19092009-01","290.00"
"Hourly","PH19092009","126.90"
"Block","PB19092010-01","323.00"
"Hourly","PH19092010","173.70"
"Hourly","PH19092011","402.60"
"Block","PB19092011-04","1.50"
"Block","PB19092011-01","303.10"
"Hourly","PH19092012","506.60"
"Block","PB19092012-01","333.50"
"Block","PB19092013-01","341.40"
"Hourly","PH19092013","391.60"
"Block","PB19092014-01","385.90"
"Hourly","PH19092014","406.90"
"Hourly","PH19092015","493.80"
"Block","PB19092015-01","487.60"
"Hourly","PH19092016","544.30"
"Block","PB19092016-01","306.10"
"Block","PB19092017-01","303.20"
"Hourly","PH19092017","482.40"
"Hourly","PH19092018","597.10"
"Block","PB19092018-01","319.50"
"Block","PB19092019-01","334.10"
"Hourly","PH19092019","497.70"
"Block","PB19092020-04","0.00"
"Hourly","PH19092020","343.80"
"Block","PB19092020-01","300.10"
"Hourly","PH19092021","353.10"
"Block","PB19092021-01","323.40"
"Hourly","PH19092022","372.60"
"Block","PB19092022-01","289.80"
"Block","PB19092023-01","286.30"
"Hourly","PH19092023","467.10"
"Block","PB19092100-01","212.20"
"Hourly","PH19092100","178.50"
"Block","PB19092101-01","224.20"
"Hourly","PH19092101","265.80"
"Block","PB19092102-01","272.20"
"Hourly","PH19092102","332.90"
"Hourly","PH19092103","286.90"
"Block","PB19092103-01","233.40"
"Hourly","PH19092104","147.40"
"Block","PB19092104-01","247.20"
"Block","PB19092105-01","181.40"
"Hourly","PH19092105","273.70"
"Block","PB19092106-01","215.40"
"Hourly","PH19092106","203.90"
"Block","PB19092107-01","240.30"
"Hourly","PH19092107","207.20"
"Block","PB19092108-01","261.60"
"Hourly","PH19092108","220.00"
"Block","PB19092109-01","263.10"
"Hourly","PH19092109","304.50"
"Block","PB19092110-01","253.70"
"Hourly","PH19092110","389.40"
"Hourly","PH19092111","426.60"
"Block","PB19092111-01","258.30"
"Hourly","PH19092112","439.40"
"Block","PB19092112-01","250.50"
"Block","PB19092113-01","263.70"
"Hourly","PH19092113","478.50"
"Hourly","PH19092114","504.70"
"Block","PB19092114-01","272.10"
"Block","PB19092115-01","269.90"
"Hourly","PH19092115","579.00"
"Block","PB19092115-02","25.00"
"Hourly","PH19092116","389.70"
"Block","PB19092116-01","241.20"
"Hourly","PH19092117","218.00"
"Block","PB19092117-07","4.00"
"Block","PB19092117-01","228.30"
"Block","PB19092118-01","257.00"
"Hourly","PH19092118","225.80"
"Block","PB19092119-01","233.10"
"Hourly","PH19092119","227.90"
"Hourly","PH19092120","190.90"
"Block","PB19092120-01","203.30"
"Block","PB19092120-04","58.00"
"Hourly","PH19092121","218.10"
"Block","PB19092121-03","4.00"
"Block","PB19092121-01","182.20"
"Hourly","PH19092122","226.00"
"Block","PB19092122-01","210.60"
"Block","PB19092123-01","216.90"
"Hourly","PH19092123","307.90"
"Block","PB19092200-01","274.00"
"Hourly","PH19092200","260.40"
"Block","PB19092200-07","2.50"
"Block","PB19092201-01","326.20"
"Hourly","PH19092201","425.00"
"Hourly","PH19092202","457.80"
"Block","PB19092202-01","380.10"
"Block","PB19092203-01","287.20"
"Hourly","PH19092203","235.70"
"Block","PB19092204-01","253.60"
"Hourly","PH19092204","182.70"
"Hourly","PH19092205","198.90"
"Block","PB19092205-01","191.70"
"Block","PB19092206-01","241.80"
"Hourly","PH19092206","129.10"
"Hourly","PH19092207","203.90"
"Block","PB19092207-01","276.40"
"Block","PB19092208-01","249.60"
"Hourly","PH19092208","142.20"
"Hourly","PH19092209","550.60"
"Block","PB19092209-01","152.90"
"Block","PB19092210-01","153.30"
"Hourly","PH19092210","158.40"
"Hourly","PH19092211","401.00"
"Block","PB19092211-01","218.90"
"Block","PB19092212-01","247.20"
"Hourly","PH19092212","605.40"
"Hourly","PH19092213","489.10"
"Block","PB19092213-01","212.90"
"Block","PB19092214-01","213.30"
"Hourly","PH19092214","490.10"
"Hourly","PH19092215","466.80"
"Block","PB19092215-01","228.20"
"Block","PB19092216-01","231.30"
"Hourly","PH19092216","460.40"
"Block","PB19092217-01","263.30"
"Hourly","PH19092217","408.20"
"Hourly","PH19092218","306.50"
"Block","PB19092218-01","269.00"
"Block","PB19092219-01","275.20"
"Block","PB19092219-04","21.00"
"Hourly","PH19092219","312.90"
"Hourly","PH19092220","271.70"
"Block","PB19092220-01","276.70"
"Hourly","PH19092221","352.70"
"Block","PB19092221-01","269.70"
"Hourly","PH19092222","352.10"
"Block","PB19092222-01","263.90"
"Block","PB19092223-01","290.30"
"Hourly","PH19092223","360.20"
"Block","PB19092300-01","166.50"
"Hourly","PH19092300","165.50"
"Block","PB19092300-08","10.00"
"Block","PB19092301-01","145.50"
"Hourly","PH19092301","287.10"
"Hourly","PH19092302","258.80"
"Block","PB19092302-01","139.80"
"Block","PB19092303-01","149.20"
"Hourly","PH19092303","212.50"
"Block","PB19092304-01","135.80"
"Hourly","PH19092304","132.40"
"Block","PB19092305-01","153.50"
"Hourly","PH19092305","219.40"
"Block","PB19092306-01","154.40"
"Hourly","PH19092306","301.00"
"Block","PB19092307-01","162.30"
"Hourly","PH19092307","85.60"
"Block","PB19092308-01","143.50"
"Hourly","PH19092308","99.80"
"Block","PB19092309-01","135.30"
"Hourly","PH19092309","153.80"
"Block","PB19092310-01","107.60"
"Hourly","PH19092310","151.50"
"Block","PB19092311-01","111.70"
"Hourly","PH19092311","371.10"
"Block","PB19092312-01","99.90"
"Hourly","PH19092312","502.50"
"Block","PB19092313-01","98.20"
"Hourly","PH19092313","324.80"
"Block","PB19092314-01","96.70"
"Hourly","PH19092314","218.00"
"Block","PB19092315-01","93.80"
"Hourly","PH19092315","330.80"
"Block","PB19092316-01","145.30"
"Hourly","PH19092316","391.10"
"Block","PB19092317-01","130.30"
"Hourly","PH19092317","312.40"
"Block","PB19092318-01","128.70"
"Block","PB19092318-02","2.50"
"Hourly","PH19092318","299.70"
"Block","PB19092319-01","135.80"
"Hourly","PH19092319","266.50"
"Block","PB19092320-04","21.00"
"Block","PB19092320-01","119.40"
"Hourly","PH19092320","317.90"
"Hourly","PH19092321","465.70"
"Block","PB19092321-01","95.30"
"Hourly","PH19092322","545.70"
"Block","PB19092322-01","96.70"
"Block","PB19092323-01","107.70"
"Hourly","PH19092323","503.50"
"Block","PB19092400-01","59.50"
"Hourly","PH19092400","198.90"
"Block","PB19092401-01","65.80"
"Hourly","PH19092401","183.20"
"Block","PB19092402-01","75.60"
"Hourly","PH19092402","246.00"
"Block","PB19092403-01","81.50"
"Hourly","PH19092403","114.90"
"Hourly","PH19092404","198.80"
"Block","PB19092404-01","77.50"
"Hourly","PH19092405","162.30"
"Block","PB19092405-01","76.10"
"Block","PB19092406-01","78.20"
"Hourly","PH19092406","93.80"
"Hourly","PH19092407","78.10"
"Block","PB19092407-01","87.10"
"Block","PB19092408-01","100.40"
"Hourly","PH19092408","120.90"
"Block","PB19092409-01","89.40"
"Hourly","PH19092409","126.20"
"Block","PB19092410-01","86.80"
"Hourly","PH19092410","203.90"
"Block","PB19092411-07","5.00"
"Hourly","PH19092411","224.20"
"Block","PB19092411-01","95.70"
"Hourly","PH19092412","453.80"
"Block","PB19092412-01","111.40"
"Block","PB19092413-01","126.10"
"Hourly","PH19092413","561.60"
"Block","PB19092414-01","131.70"
"Hourly","PH19092414","545.60"
"Block","PB19092415-01","171.10"
"Hourly","PH19092415","617.40"
"Block","PB19092416-01","211.90"
"Hourly","PH19092416","532.60"
"Block","PB19092417-01","243.30"
"Hourly","PH19092417","560.40"
"Hourly","PH19092418","576.00"
"Block","PB19092418-01","287.30"
"Hourly","PH19092419","643.10"
"Block","PB19092419-01","261.80"
"Block","PB19092420-04","21.00"
"Hourly","PH19092420","598.90"
"Block","PB19092420-01","258.60"
