"Contract Type","Contract Name","Min. Matching Price (TL/MWh)","Max. Matching Price (TL/MWh)"
"Block","PB19031616-01","77.06","205.01"
"Hourly","PH19031617","251.00","271.00"
"Block","PB19031617-01","77.45","271.00"
"Block","PB19031618-01","91.06","312.00"
"Hourly","PH19031618","300.10","314.54"
"Block","PB19031619-01","72.56","312.81"
"Hourly","PH19031619","300.11","322.00"
"Block","PB19031620-04","289.00","289.00"
"Block","PB19031620-01","76.54","313.49"
"Hourly","PH19031620","214.00","315.00"
"Hourly","PH19031621","261.00","313.00"
"Block","PB19031621-01","81.56","310.70"
"Hourly","PH19031622","252.82","272.00"
"Block","PB19031622-01","72.61","271.00"
"Block","PB19031623-01","87.06","268.05"
"Hourly","PH19031623","201.00","268.05"
"Block","PB19031700-01","86.53","300.01"
"Hourly","PH19031700","270.03","293.01"
"Block","PB19031701-01","87.46","304.63"
"Hourly","PH19031701","266.10","297.01"
"Block","PB19031702-01","77.81","183.89"
"Hourly","PH19031702","126.09","140.00"
"Hourly","PH19031703","57.00","67.00"
"Block","PB19031703-01","63.99","64.99"
"Hourly","PH19031704","111.21","122.71"
"Block","PB19031704-01","72.72","196.69"
"Hourly","PH19031705","105.00","150.88"
"Block","PB19031705-01","74.54","183.68"
"Block","PB19031706-02","213.50","213.50"
"Hourly","PH19031706","231.00","299.00"
"Block","PB19031706-01","94.79","278.10"
"Block","PB19031707-02","145.00","145.00"
"Hourly","PH19031707","140.01","152.29"
"Block","PB19031707-01","88.63","181.68"
"Hourly","PH19031708","3.00","126.10"
"Block","PB19031708-01","73.84","200.27"
"Hourly","PH19031709","38.00","47.00"
"Block","PB19031709-01","39.99","47.00"
"Block","PB19031710-01","76.58","195.25"
"Hourly","PH19031710","120.01","150.99"
"Block","PB19031710-02","154.00","154.00"
"Block","PB19031711-01","74.02","200.35"
"Hourly","PH19031711","148.99","157.75"
"Hourly","PH19031712","105.00","139.50"
"Block","PB19031712-01","110.89","198.40"
"Block","PB19031713-03","153.34","153.34"
"Hourly","PH19031713","129.99","199.00"
"Block","PB19031713-01","77.13","200.99"
"Block","PB19031714-01","79.20","198.00"
"Hourly","PH19031714","110.00","149.00"
"Hourly","PH19031715","110.00","150.00"
"Block","PB19031715-01","72.05","198.99"
"Block","PB19031716-01","20.00","46.00"
"Block","PB19031716-02","41.99","41.99"
"Hourly","PH19031716","19.40","50.00"
"Hourly","PH19031717","63.99","149.00"
"Block","PB19031717-01","63.89","111.11"
"Block","PB19031718-01","82.08","300.00"
"Hourly","PH19031718","248.00","291.55"
"Hourly","PH19031719","303.39","372.99"
"Block","PB19031719-01","82.28","353.00"
"Block","PB19031719-02","320.00","320.00"
"Block","PB19031720-02","313.50","313.50"
"Hourly","PH19031720","304.19","351.99"
"Block","PB19031720-01","96.33","341.00"
"Block","PB19031721-01","79.91","353.00"
"Block","PB19031721-03","305.00","305.00"
"Hourly","PH19031721","303.63","373.00"
"Block","PB19031722-01","88.95","345.00"
"Hourly","PH19031722","303.19","349.24"
"Block","PB19031723-01","102.99","291.00"
"Hourly","PH19031723","281.50","349.24"
"Block","PB19031800-01","94.64","288.00"
"Block","PB19031800-24","260.46","260.46"
"Hourly","PH19031800","279.36","300.05"
"Block","PB19031800-08","211.39","211.39"
"Hourly","PH19031801","279.36","295.05"
"Block","PB19031801-01","74.28","288.00"
"Block","PB19031802-01","82.36","192.36"
"Hourly","PH19031802","126.50","139.90"
"Hourly","PH19031803","122.71","138.00"
"Block","PB19031803-01","72.70","183.69"
"Block","PB19031804-01","81.90","200.76"
"Hourly","PH19031804","126.50","150.00"
"Block","PB19031805-01","90.22","197.53"
"Hourly","PH19031805","122.71","150.00"
"Block","PB19031806-01","70.22","227.01"
"Hourly","PH19031806","220.20","242.00"
"Hourly","PH19031807","243.02","279.00"
"Block","PB19031807-01","73.94","280.00"
"Block","PB19031808-01","83.80","313.51"
"Hourly","PH19031808","304.10","323.00"
"Block","PB19031809-01","79.19","310.86"
"Hourly","PH19031809","301.13","360.86"
"Block","PB19031810-01","100.37","317.24"
"Hourly","PH19031810","298.76","324.00"
"Hourly","PH19031811","301.48","335.00"
"Block","PB19031811-01","80.41","320.12"
"Hourly","PH19031812","213.00","312.30"
"Block","PB19031812-01","73.75","225.00"
"Hourly","PH19031813","205.28","240.00"
"Block","PB19031813-01","75.04","217.97"
"Hourly","PH19031814","252.20","279.90"
"Block","PB19031814-01","70.11","267.80"
"Block","PB19031815-01","78.65","263.41"
"Hourly","PH19031815","251.15","268.00"
"Block","PB19031816-01","73.54","296.65"
"Hourly","PH19031816","279.37","310.00"
"Block","PB19031817-01","72.94","321.59"
"Hourly","PH19031817","302.86","332.90"
"Hourly","PH19031818","304.87","330.00"
"Block","PB19031818-01","74.98","324.60"
"Hourly","PH19031819","314.67","340.00"
"Block","PB19031819-01","79.25","315.70"
"Hourly","PH19031820","315.64","341.98"
"Block","PB19031820-04","312.17","312.17"
"Block","PB19031820-01","70.83","318.00"
"Hourly","PH19031821","314.64","334.00"
"Block","PB19031821-01","73.25","335.00"
"Hourly","PH19031822","309.00","330.66"
"Block","PB19031822-01","72.97","329.00"
"Block","PB19031823-01","74.80","316.00"
"Hourly","PH19031823","300.05","324.99"
"Block","PB19031900-24","295.84","295.84"
"Hourly","PH19031900","274.00","298.09"
"Block","PB19031900-01","70.54","289.42"
"Block","PB19031901-01","93.33","306.00"
"Block","PB19031901-02","282.20","282.21"
"Hourly","PH19031901","305.00","327.99"
"Block","PB19031902-01","74.31","260.00"
"Hourly","PH19031902","259.41","284.99"
"Hourly","PH19031903","200.00","220.00"
"Block","PB19031903-01","74.63","210.00"
"Block","PB19031904-01","75.63","156.99"
"Hourly","PH19031904","147.00","160.00"
"Block","PB19031905-01","71.67","289.00"
"Hourly","PH19031905","270.00","294.15"
"Block","PB19031906-01","73.83","310.19"
"Hourly","PH19031906","290.10","309.99"
"Block","PB19031907-02","315.00","315.00"
"Hourly","PH19031907","290.00","313.00"
"Block","PB19031907-01","72.66","311.95"
"Block","PB19031908-01","71.30","327.80"
"Block","PB19031908-14","310.47","310.47"
"Hourly","PH19031908","307.28","346.00"
"Block","PB19031909-01","78.06","325.29"
"Hourly","PH19031909","315.84","339.00"
"Block","PB19031910-03","304.00","304.00"
"Hourly","PH19031910","314.18","325.00"
"Block","PB19031910-01","72.92","314.18"
"Block","PB19031911-01","74.81","314.39"
"Hourly","PH19031911","304.96","325.00"
"Hourly","PH19031912","266.15","290.00"
"Block","PB19031912-01","74.75","283.01"
"Block","PB19031913-05","306.00","306.00"
"Block","PB19031913-01","70.84","285.98"
"Hourly","PH19031913","274.52","292.00"
"Block","PB19031913-04","303.87","303.87"
"Block","PB19031914-01","70.56","310.13"
"Hourly","PH19031914","305.00","320.00"
"Hourly","PH19031915","290.20","314.99"
"Block","PB19031915-01","71.84","310.60"
"Hourly","PH19031916","290.00","316.75"
"Block","PB19031916-01","82.52","311.75"
"Block","PB19031917-01","72.05","313.92"
"Hourly","PH19031917","304.50","318.00"
"Hourly","PH19031918","306.43","330.00"
"Block","PB19031918-01","78.50","325.38"
"Block","PB19031918-06","316.00","316.00"
"Hourly","PH19031919","310.92","338.00"
"Block","PB19031919-01","75.55","330.15"
"Block","PB19031920-01","73.66","329.70"
"Hourly","PH19031920","310.50","337.99"
"Block","PB19031921-01","82.75","325.91"
"Hourly","PH19031921","306.93","338.20"
"Block","PB19031922-02","312.29","312.29"
"Hourly","PH19031922","306.02","339.98"
"Block","PB19031922-01","76.77","324.17"
"Block","PB19031923-01","71.83","332.25"
"Hourly","PH19031923","305.00","338.99"
"Hourly","PH19032000","304.20","326.00"
"Block","PB19032000-01","71.58","304.32"
"Block","PB19032000-03","",""
"Block","PB19032000-24","301.02","301.02"
"Block","PB19032001-01","70.09","310.10"
"Hourly","PH19032001","295.01","327.00"
"Hourly","PH19032002","292.01","335.00"
"Block","PB19032002-01","75.77","309.69"
"Block","PB19032003-01","88.63","266.34"
"Hourly","PH19032003","258.59","290.00"
"Hourly","PH19032004","251.00","288.59"
"Block","PB19032004-01","73.68","266.34"
"Hourly","PH19032005","288.01","329.99"
"Block","PB19032005-01","79.87","301.67"
"Block","PB19032006-01","70.14","301.93"
"Hourly","PH19032006","287.13","338.98"
"Block","PB19032007-01","75.44","304.04"
"Hourly","PH19032007","297.01","323.49"
"Block","PB19032008-01","76.22","310.88"
"Hourly","PH19032008","305.11","330.00"
"Block","PB19032009-01","74.81","313.62"
"Hourly","PH19032009","305.01","326.00"
"Block","PB19032010-01","72.61","311.22"
"Block","PB19032010-14","305.00","305.00"
"Hourly","PH19032010","302.01","318.60"
"Hourly","PH19032011","291.28","319.93"
"Block","PB19032011-01","76.89","310.63"
"Hourly","PH19032012","280.00","305.00"
"Block","PB19032012-01","72.30","303.20"
"Hourly","PH19032013","275.21","302.00"
"Block","PB19032013-01","70.28","302.00"
"Hourly","PH19032014","278.10","302.08"
"Block","PB19032014-01","74.43","301.93"
"Block","PB19032015-01","81.31","300.69"
"Hourly","PH19032015","276.00","302.10"
"Block","PB19032016-01","71.23","304.43"
"Hourly","PH19032016","250.10","305.00"
"Block","PB19032017-01","72.43","306.39"
"Hourly","PH19032017","280.00","306.39"
"Block","PB19032018-01","70.09","307.39"
"Hourly","PH19032018","270.01","307.39"
"Block","PB19032019-01","70.33","310.39"
"Hourly","PH19032019","281.00","310.39"
"Block","PB19032020-01","75.62","313.50"
"Hourly","PH19032020","281.01","315.00"
"Hourly","PH19032021","290.00","307.00"
"Block","PB19032021-01","70.45","307.00"
"Hourly","PH19032022","290.00","304.74"
"Block","PB19032022-01","70.81","304.74"
"Block","PB19032022-02","303.00","303.00"
"Hourly","PH19032023","269.00","301.50"
"Block","PB19032023-01","78.19","301.50"
"Block","PB19032100-01","73.09","296.00"
"Hourly","PH19032100","275.00","298.00"
"Block","PB19032100-24","251.99","251.99"
"Block","PB19032101-01","73.73","299.94"
"Hourly","PH19032101","288.00","300.93"
"Hourly","PH19032102","230.00","247.99"
"Block","PB19032102-01","76.30","249.42"
"Block","PB19032103-01","74.01","160.00"
"Hourly","PH19032103","140.00","160.01"
"Block","PB19032104-01","75.37","135.31"
"Hourly","PH19032104","115.00","129.00"
"Block","PB19032105-01","81.54","139.56"
"Hourly","PH19032105","117.00","130.29"
"Block","PB19032106-01","77.01","200.00"
"Hourly","PH19032106","198.00","210.52"
"Block","PB19032107-01","71.83","280.00"
"Hourly","PH19032107","270.00","288.30"
"Block","PB19032108-01","70.52","304.63"
"Hourly","PH19032108","291.00","317.90"
"Block","PB19032109-01","101.03","312.93"
"Hourly","PH19032109","303.00","316.00"
"Hourly","PH19032110","280.00","309.80"
"Block","PB19032110-01","73.23","305.00"
"Hourly","PH19032111","297.11","310.27"
"Block","PB19032111-01","70.55","301.09"
"Block","PB19032112-01","70.66","200.00"
"Hourly","PH19032112","194.00","205.00"
"Hourly","PH19032113","130.00","145.10"
"Block","PB19032113-01","70.68","146.00"
"Block","PB19032114-01","77.86","219.89"
"Hourly","PH19032114","210.00","225.01"
"Hourly","PH19032115","153.81","167.00"
"Block","PB19032115-01","71.09","163.90"
"Block","PB19032116-01","73.12","264.42"
"Hourly","PH19032116","256.49","270.00"
"Hourly","PH19032117","292.03","310.14"
"Block","PB19032117-01","70.45","301.11"
"Block","PB19032117-07","",""
"Block","PB19032118-01","70.78","305.00"
"Hourly","PH19032118","283.10","312.19"
"Block","PB19032119-01","75.33","309.20"
"Hourly","PH19032119","300.00","318.47"
"Block","PB19032120-01","79.12","309.25"
"Hourly","PH19032120","300.01","318.52"
"Block","PB19032121-01","76.59","306.78"
"Block","PB19032121-02","306.00","306.00"
"Hourly","PH19032121","304.51","315.98"
"Block","PB19032122-01","79.84","305.30"
"Hourly","PH19032122","300.00","314.61"
"Hourly","PH19032123","291.61","307.00"
"Block","PB19032123-01","71.56","301.00"
"Block","PB19032200-01","73.16","200.00"
"Block","PB19032200-24","248.33","248.33"
"Hourly","PH19032200","192.10","200.00"
"Block","PB19032201-01","72.04","270.17"
"Hourly","PH19032201","261.11","274.00"
"Block","PB19032202-01","76.89","188.25"
"Hourly","PH19032202","180.00","199.00"
"Block","PB19032203-01","73.06","140.84"
"Hourly","PH19032203","122.69","132.00"
"Block","PB19032204-01","77.63","139.44"
"Hourly","PH19032204","126.49","135.00"
"Block","PB19032205-01","73.59","154.50"
"Hourly","PH19032205","150.00","170.00"
"Block","PB19032206-01","72.25","260.00"
"Hourly","PH19032206","250.83","260.00"
"Block","PB19032207-01","70.45","296.93"
"Hourly","PH19032207","287.01","299.50"
"Block","PB19032208-01","85.43","307.86"
"Hourly","PH19032208","290.00","307.86"
"Block","PB19032209-01","72.53","308.61"
"Hourly","PH19032209","295.00","308.61"
"Block","PB19032210-01","75.45","305.04"
"Hourly","PH19032210","261.00","305.04"
"Block","PB19032211-01","72.00","303.66"
"Hourly","PH19032211","270.00","303.66"
"Block","PB19032212-01","71.64","258.59"
"Hourly","PH19032212","248.00","258.59"
"Block","PB19032213-01","29.99","35.00"
"Hourly","PH19032213","31.01","301.10"
"Block","PB19032214-01","71.15","258.59"
"Hourly","PH19032214","250.83","260.00"
"Block","PB19032215-01","79.20","260.00"
"Hourly","PH19032215","248.00","264.00"
"Block","PB19032216-01","77.36","200.00"
"Hourly","PH19032216","200.00","210.00"
"Block","PB19032217-01","71.38","296.01"
"Hourly","PH19032217","280.11","296.02"
"Block","PB19032218-01","78.31","303.32"
"Hourly","PH19032218","290.00","311.96"
"Block","PB19032219-01","73.56","311.01"
"Hourly","PH19032219","300.00","316.70"
"Block","PB19032220-01","70.84","314.00"
"Hourly","PH19032220","297.71","320.99"
"Block","PB19032221-03","300.00","300.00"
"Block","PB19032221-01","72.34","314.29"
"Hourly","PH19032221","300.00","317.01"
"Block","PB19032222-01","70.05","302.25"
"Hourly","PH19032222","295.01","320.00"
"Block","PB19032223-01","76.86","295.41"
"Hourly","PH19032223","286.55","304.00"
"Block","PB19032300-03","286.40","286.40"
"Hourly","PH19032300","28.64","290.00"
"Block","PB19032300-01","75.62","286.41"
"Hourly","PH19032301","290.88","309.99"
"Block","PB19032301-01","70.01","300.00"
"Hourly","PH19032302","260.00","290.00"
"Block","PB19032302-01","76.91","272.90"
"Hourly","PH19032308","293.00","310.00"
"Block","PB19032308-16","233.98","233.98"
"Hourly","PH19032309","291.00","310.00"
"Hourly","PH19032310","280.00","300.09"
"Block","PB19032310-01","72.70","300.09"
"Hourly","PH19032311","280.03","310.00"
"Block","PB19032311-01","72.31","299.88"
"Block","PB19032312-01","74.31","272.90"
"Hourly","PH19032312","253.40","272.90"
"Block","PB19032312-02","237.00","237.00"
"Hourly","PH19032313","190.00","210.00"
"Block","PB19032313-01","72.23","200.18"
"Block","PB19032314-01","74.16","140.16"
"Hourly","PH19032314","117.00","149.99"
"Hourly","PH19032315","40.00","57.00"
"Block","PB19032315-01","40.00","40.00"
"Hourly","PH19032316","5.06","49.87"
"Block","PB19032316-01","5.00","5.01"
"Block","PB19032317-01","72.70","139.60"
"Hourly","PH19032317","125.50","150.00"
"Block","PB19032318-01","70.39","305.00"
"Hourly","PH19032318","280.00","309.10"
"Hourly","PH19032319","287.00","316.72"
"Block","PB19032319-02","308.00","308.00"
"Block","PB19032319-01","71.84","309.00"
"Block","PB19032320-01","75.55","307.00"
"Hourly","PH19032320","295.30","312.00"
"Block","PB19032321-01","77.37","308.00"
"Block","PB19032321-03","285.00","285.00"
"Hourly","PH19032321","290.11","312.00"
"Block","PB19032322-01","72.78","300.80"
"Hourly","PH19032322","291.02","304.96"
"Hourly","PH19032323","242.49","255.00"
"Block","PB19032323-01","70.13","249.99"
"Block","PB19032400-01","76.83","169.99"
"Block","PB19032400-08","158.79","158.79"
"Block","PB19032400-07","84.70","84.70"
"Hourly","PH19032400","152.00","177.00"
"Block","PB19032401-01","77.52","259.30"
"Hourly","PH19032401","241.49","265.00"
"Block","PB19032402-01","82.44","130.03"
"Hourly","PH19032402","125.07","133.00"
"Block","PB19032403-01","74.52","150.03"
"Hourly","PH19032403","147.45","158.00"
"Block","PB19032404-01","78.23","139.93"
"Hourly","PH19032404","122.71","133.00"
"Block","PB19032405-01","71.97","140.29"
"Hourly","PH19032405","122.81","133.00"
"Block","PB19032406-01","70.04","185.01"
"Hourly","PH19032406","179.46","192.00"
"Block","PB19032407-01","70.55","140.76"
"Block","PB19032407-07","72.10","72.10"
"Hourly","PH19032407","122.71","133.00"
"Block","PB19032408-16","97.11","97.11"
"Block","PB19032408-01","24.99","24.99"
"Hourly","PH19032408","5.00","30.85"
"Block","PB19032408-04","7.90","7.90"
"Block","PB19032409-01","0.52","0.52"
"Hourly","PH19032409","1.55","12.97"
"Block","PB19032410-01","5.00","5.00"
"Hourly","PH19032410","5.00","13.75"
"Block","PB19032411-01","0.01","0.01"
"Hourly","PH19032411","3.18","13.00"
"Block","PB19032412-01","0.00","0.01"
"Block","PB19032412-06","1.70","1.70"
"Hourly","PH19032412","1.10","12.99"
"Block","PB19032413-01","0.00","0.01"
"Hourly","PH19032413","1.02","12.99"
"Block","PB19032414-01","0.00","0.01"
"Hourly","PH19032414","2.05","12.99"
"Block","PB19032414-05","55.20","55.20"
"Block","PB19032415-01","0.00","0.01"
"Hourly","PH19032415","1.50","20.00"
"Block","PB19032416-01","0.00","0.01"
"Hourly","PH19032416","2.00","13.99"
"Block","PB19032417-01","9.99","9.99"
"Hourly","PH19032417","3.27","17.99"
"Hourly","PH19032418","10.00","29.99"
"Block","PB19032418-01","20.01","22.00"
"Block","PB19032419-01","70.01","327.30"
"Hourly","PH19032419","295.00","316.60"
"Block","PB19032420-04","300.00","300.00"
"Block","PB19032420-01","74.70","312.67"
"Hourly","PH19032420","290.00","320.01"
"Block","PB19032421-01","75.22","310.81"
"Hourly","PH19032421","290.00","320.10"
"Block","PB19032422-01","79.98","310.51"
"Hourly","PH19032422","290.00","325.00"
"Block","PB19032423-01","70.48","293.53"
"Hourly","PH19032423","275.00","307.90"
"Block","PB19032500-01","77.15","132.97"
"Block","PB19032500-24","255.06","255.06"
"Hourly","PH19032500","97.00","122.00"
"Block","PB19032501-01","74.59","247.65"
"Hourly","PH19032501","240.45","259.00"
"Block","PB19032502-01","75.66","133.41"
"Hourly","PH19032502","126.50","142.03"
"Block","PB19032503-01","64.00","64.00"
"Hourly","PH19032503","65.00","80.00"
"Block","PB19032504-01","82.00","140.03"
"Hourly","PH19032504","100.01","129.00"
