"Contract Type","Contract Name","Trade Value (TL)"
"Block","PB19011412-01","30,281.01"
"Hourly","PH19011412","85,595.43"
"Block","PB19011413-01","35,000.66"
"Hourly","PH19011413","90,057.08"
"Block","PB19011414-01","39,983.27"
"Hourly","PH19011414","101,079.63"
"Block","PB19011415-01","34,275.57"
"Hourly","PH19011415","117,406.95"
"Block","PB19011416-01","46,091.44"
"Hourly","PH19011416","106,546.73"
"Hourly","PH19011417","117,350.00"
"Block","PB19011417-01","43,723.26"
"Block","PB19011417-02","2,850.75"
"Block","PB19011418-02","8,798.16"
"Block","PB19011418-01","25,914.89"
"Hourly","PH19011418","99,371.99"
"Block","PB19011419-01","32,275.47"
"Hourly","PH19011419","74,112.97"
"Block","PB19011420-01","26,888.08"
"Hourly","PH19011420","96,958.79"
"Block","PB19011421-01","25,000.64"
"Hourly","PH19011421","129,384.15"
"Hourly","PH19011422","131,318.20"
"Block","PB19011422-01","25,111.92"
"Hourly","PH19011423","165,435.49"
"Block","PB19011423-01","16,222.83"
"Block","PB19011500-01","8,756.80"
"Hourly","PH19011500","94,998.09"
"Block","PB19011501-01","14,625.16"
"Hourly","PH19011501","45,514.32"
"Block","PB19011502-01","12,307.60"
"Hourly","PH19011502","78,740.06"
"Hourly","PH19011503","86,162.87"
"Block","PB19011503-01","7,356.27"
"Block","PB19011504-01","7,197.24"
"Hourly","PH19011504","35,861.25"
"Hourly","PH19011505","51,002.57"
"Block","PB19011505-01","9,088.35"
"Block","PB19011506-01","13,144.99"
"Hourly","PH19011506","46,455.82"
"Hourly","PH19011507","87,191.43"
"Block","PB19011507-01","15,984.27"
"Block","PB19011508-01","31,640.74"
"Hourly","PH19011508","80,658.43"
"Hourly","PH19011509","71,067.73"
"Block","PB19011509-02","39,538.80"
"Block","PB19011509-01","37,431.05"
"Block","PB19011510-01","25,930.81"
"Hourly","PH19011510","71,253.03"
"Block","PB19011511-01","22,519.09"
"Hourly","PH19011511","113,858.60"
"Block","PB19011512-01","13,859.94"
"Hourly","PH19011512","114,434.45"
"Hourly","PH19011513","149,544.53"
"Block","PB19011513-01","16,777.51"
"Block","PB19011514-01","26,399.67"
"Hourly","PH19011514","138,946.89"
"Block","PB19011515-01","127,910.90"
"Hourly","PH19011515","140,677.71"
"Hourly","PH19011516","114,231.62"
"Block","PB19011516-01","134,089.60"
"Hourly","PH19011517","108,088.55"
"Block","PB19011517-01","24,753.94"
"Block","PB19011517-03","375,696.75"
"Block","PB19011517-07","9,372.51"
"Block","PB19011518-01","26,543.46"
"Hourly","PH19011518","123,640.28"
"Block","PB19011519-05","19,891.00"
"Hourly","PH19011519","268,128.66"
"Block","PB19011519-01","21,777.14"
"Hourly","PH19011520","160,591.36"
"Block","PB19011520-01","34,635.34"
"Block","PB19011521-01","37,754.42"
"Hourly","PH19011521","213,195.18"
"Block","PB19011522-01","24,564.30"
"Hourly","PH19011522","107,278.85"
"Hourly","PH19011523","93,723.78"
"Block","PB19011523-01","15,717.78"
"Hourly","PH19011600","45,497.45"
"Block","PB19011600-01","9,788.31"
"Hourly","PH19011601","50,177.36"
"Block","PB19011601-01","12,779.79"
"Block","PB19011602-01","10,832.09"
"Hourly","PH19011602","51,090.67"
"Hourly","PH19011603","6,129.85"
"Block","PB19011603-01","1,156.46"
"Hourly","PH19011604","6,339.70"
"Block","PB19011604-01","1,150.02"
"Block","PB19011605-01","6,481.20"
"Hourly","PH19011605","38,285.41"
"Hourly","PH19011606","56,958.80"
"Block","PB19011606-01","19,357.21"
"Block","PB19011606-03","3,170.58"
"Hourly","PH19011607","56,954.90"
"Block","PB19011607-01","22,124.14"
"Block","PB19011608-01","28,346.16"
"Hourly","PH19011608","125,572.29"
"Block","PB19011609-01","32,995.19"
"Hourly","PH19011609","164,917.49"
"Hourly","PH19011610","184,170.42"
"Block","PB19011610-01","32,687.72"
"Hourly","PH19011611","317,732.34"
"Block","PB19011611-01","21,040.52"
"Block","PB19011612-01","35,560.52"
"Hourly","PH19011612","339,419.38"
"Hourly","PH19011613","354,168.12"
"Block","PB19011613-06","1,878.00"
"Block","PB19011613-01","122,293.14"
"Block","PB19011614-01","54,937.07"
"Hourly","PH19011614","404,463.51"
"Block","PB19011614-02","11,269.42"
"Hourly","PH19011615","387,454.14"
"Block","PB19011615-01","44,385.72"
"Block","PB19011616-08","7,059.60"
"Block","PB19011616-01","133,632.59"
"Hourly","PH19011616","318,337.84"
"Hourly","PH19011617","264,023.71"
"Block","PB19011617-01","147,040.90"
"Block","PB19011618-01","144,000.41"
"Hourly","PH19011618","231,339.57"
"Hourly","PH19011619","107,517.41"
"Block","PB19011619-01","252,494.52"
"Block","PB19011620-01","187,274.95"
"Hourly","PH19011620","253,240.42"
"Hourly","PH19011621","135,576.69"
"Block","PB19011621-01","271,711.11"
"Block","PB19011622-02","6,510.24"
"Hourly","PH19011622","288,854.31"
"Block","PB19011622-01","158,162.35"
"Block","PB19011623-01","69,525.24"
"Hourly","PH19011623","172,230.28"
"Block","PB19011700-05","0.00"
"Block","PB19011700-01","11,955.08"
"Hourly","PH19011700","30,007.39"
"Block","PB19011701-04","0.00"
"Block","PB19011701-01","13,777.13"
"Hourly","PH19011701","65,220.15"
"Block","PB19011702-01","14,333.61"
"Hourly","PH19011702","71,448.78"
"Block","PB19011703-01","9,697.96"
"Hourly","PH19011703","50,087.72"
"Block","PB19011704-01","6,193.93"
"Hourly","PH19011704","40,702.51"
"Block","PB19011705-01","10,074.62"
"Hourly","PH19011705","65,669.82"
"Block","PB19011706-01","17,589.83"
"Hourly","PH19011706","160,619.02"
"Block","PB19011707-01","6,121.33"
"Hourly","PH19011707","89,282.94"
"Block","PB19011708-01","107,107.98"
"Hourly","PH19011708","105,357.13"
"Block","PB19011709-01","33,748.97"
"Block","PB19011709-03","174,891.75"
"Hourly","PH19011709","122,341.34"
"Block","PB19011710-01","10,146.01"
"Block","PB19011710-02","48,078.80"
"Hourly","PH19011710","129,971.38"
"Block","PB19011711-01","10,163.62"
"Block","PB19011711-03","7,203.75"
"Hourly","PH19011711","171,092.73"
"Block","PB19011712-01","19,624.08"
"Block","PB19011712-02","61,010.40"
"Hourly","PH19011712","176,322.87"
"Block","PB19011713-01","18,237.96"
"Hourly","PH19011713","202,550.39"
"Block","PB19011714-01","27,888.76"
"Block","PB19011714-05","410,836.80"
"Hourly","PH19011714","261,784.70"
"Block","PB19011715-03","18,720.00"
"Block","PB19011715-01","15,067.25"
"Hourly","PH19011715","261,781.99"
"Block","PB19011716-01","18,835.44"
"Hourly","PH19011716","290,531.75"
"Block","PB19011717-01","15,877.24"
"Hourly","PH19011717","251,091.10"
"Block","PB19011718-01","16,805.73"
"Hourly","PH19011718","267,382.03"
"Block","PB19011719-01","47,550.47"
"Hourly","PH19011719","198,666.22"
"Block","PB19011720-03","389,448.00"
"Block","PB19011720-01","17,312.32"
"Hourly","PH19011720","204,723.79"
"Block","PB19011720-02","170,200.80"
"Block","PB19011721-01","22,353.23"
"Hourly","PH19011721","192,855.82"
"Block","PB19011722-01","57,828.07"
"Hourly","PH19011722","216,297.42"
"Hourly","PH19011723","103,990.73"
"Block","PB19011723-01","12,729.73"
"Hourly","PH19011800","36,896.11"
"Block","PB19011800-01","7,138.39"
"Hourly","PH19011801","70,813.55"
"Block","PB19011801-01","13,881.66"
"Hourly","PH19011802","40,723.56"
"Block","PB19011802-01","5,489.95"
"Block","PB19011802-02","145.00"
"Hourly","PH19011803","22,246.06"
"Block","PB19011803-01","4,063.33"
"Block","PB19011804-01","3,477.07"
"Hourly","PH19011804","10,873.62"
"Block","PB19011805-01","10,298.40"
"Hourly","PH19011805","18,787.26"
"Block","PB19011806-01","20,414.24"
"Hourly","PH19011806","97,262.43"
"Hourly","PH19011807","73,160.77"
"Block","PB19011807-01","11,652.90"
"Hourly","PH19011808","130,267.60"
"Block","PB19011808-01","19,107.63"
"Block","PB19011809-01","21,839.89"
"Hourly","PH19011809","93,131.68"
"Block","PB19011810-03","930.00"
"Block","PB19011810-01","34,643.15"
"Hourly","PH19011810","110,972.56"
"Hourly","PH19011811","171,750.72"
"Block","PB19011811-01","31,125.44"
"Block","PB19011811-05","23,879.80"
"Block","PB19011812-01","31,041.42"
"Hourly","PH19011812","114,618.02"
"Block","PB19011812-12","25,902.83"
"Block","PB19011813-01","6,199.08"
"Hourly","PH19011813","50,589.85"
"Block","PB19011814-01","32,450.42"
"Block","PB19011814-04","1,866.00"
"Hourly","PH19011814","116,543.93"
"Block","PB19011815-01","32,093.56"
"Hourly","PH19011815","174,748.95"
"Block","PB19011816-01","48,925.32"
"Block","PB19011816-04","130,286.72"
"Hourly","PH19011816","250,471.49"
"Hourly","PH19011817","277,130.92"
"Block","PB19011817-01","45,964.89"
"Block","PB19011818-06","54,255.84"
"Block","PB19011818-01","50,711.38"
"Hourly","PH19011818","201,416.21"
"Block","PB19011819-01","24,897.30"
"Hourly","PH19011819","104,802.32"
"Block","PB19011820-01","18,326.89"
"Hourly","PH19011820","68,874.18"
"Hourly","PH19011821","94,606.52"
"Block","PB19011821-01","17,948.27"
"Hourly","PH19011822","157,753.31"
"Block","PB19011822-01","28,535.37"
"Block","PB19011823-01","25,928.10"
"Hourly","PH19011823","88,634.25"
"Hourly","PH19011900","11,073.99"
"Block","PB19011900-01","2,278.23"
"Hourly","PH19011901","21,718.33"
"Block","PB19011901-01","5,849.93"
"Block","PB19011902-01","3,167.74"
"Hourly","PH19011902","11,165.86"
"Hourly","PH19011903","9,634.00"
"Block","PB19011903-01","3,882.10"
"Hourly","PH19011904","10,165.20"
"Block","PB19011904-01","4,196.16"
"Block","PB19011905-01","3,698.39"
"Hourly","PH19011905","12,130.69"
"Hourly","PH19011906","35,337.94"
"Block","PB19011906-01","9,298.49"
"Block","PB19011907-01","15,057.87"
"Block","PB19011907-04","132,240.00"
"Hourly","PH19011907","37,509.90"
"Block","PB19011907-02","59,375.10"
"Block","PB19011908-01","10,774.94"
"Hourly","PH19011908","21,179.05"
"Hourly","PH19011909","31,206.27"
"Block","PB19011909-02","215.00"
"Block","PB19011909-01","14,522.31"
"Hourly","PH19011910","162,572.06"
"Block","PB19011910-01","29,638.58"
"Block","PB19011911-01","21,744.79"
"Hourly","PH19011911","125,778.38"
"Block","PB19011912-03","67,080.00"
"Hourly","PH19011912","97,801.39"
"Block","PB19011912-01","16,792.98"
"Hourly","PH19011913","94,058.75"
"Block","PB19011913-01","13,045.21"
"Block","PB19011914-01","23,538.10"
"Hourly","PH19011914","83,020.04"
"Block","PB19011915-01","7,914.82"
"Hourly","PH19011915","85,476.05"
"Block","PB19011916-03","16,452.42"
"Hourly","PH19011916","96,656.93"
"Block","PB19011916-01","19,321.16"
"Hourly","PH19011917","105,383.56"
"Block","PB19011917-01","26,540.44"
"Hourly","PH19011918","230,193.75"
"Block","PB19011918-01","14,474.17"
"Block","PB19011919-01","18,173.50"
"Hourly","PH19011919","82,592.50"
"Hourly","PH19011920","102,582.35"
"Block","PB19011920-01","9,362.87"
"Block","PB19011920-04","772.00"
"Hourly","PH19011921","97,027.51"
"Block","PB19011921-01","15,576.83"
"Hourly","PH19011922","181,333.74"
"Block","PB19011922-01","18,314.77"
"Hourly","PH19011923","90,867.65"
"Block","PB19011923-01","5,778.69"
"Hourly","PH19012000","36,239.34"
"Block","PB19012000-01","18,792.44"
"Block","PB19012001-01","17,968.15"
"Hourly","PH19012001","57,148.53"
"Block","PB19012002-01","12,074.38"
"Hourly","PH19012002","58,608.92"
"Hourly","PH19012003","68,869.01"
"Block","PB19012003-01","20,528.84"
"Hourly","PH19012004","31,802.96"
"Block","PB19012004-01","6,467.78"
"Block","PB19012005-01","7,633.95"
"Hourly","PH19012005","24,589.84"
"Hourly","PH19012006","24,735.33"
"Block","PB19012006-01","9,927.31"
"Block","PB19012007-01","8,967.42"
"Hourly","PH19012007","26,921.64"
"Block","PB19012008-01","375.73"
"Hourly","PH19012008","1,590.77"
"Block","PB19012009-01","32.33"
"Hourly","PH19012009","1,239.43"
"Hourly","PH19012010","18,180.50"
"Block","PB19012010-01","3,283.08"
"Block","PB19012011-01","11,306.07"
"Hourly","PH19012011","44,964.15"
"Hourly","PH19012012","37,300.63"
"Block","PB19012012-01","12,435.50"
"Hourly","PH19012013","53,676.44"
"Block","PB19012013-01","24,572.22"
"Block","PB19012014-01","13,989.25"
"Hourly","PH19012014","49,543.08"
"Block","PB19012015-01","11,770.93"
"Hourly","PH19012015","43,091.42"
"Hourly","PH19012016","153,335.66"
"Block","PB19012016-01","18,850.01"
"Block","PB19012017-01","29,758.51"
"Hourly","PH19012017","68,961.02"
"Block","PB19012018-01","60,398.94"
"Hourly","PH19012018","114,044.43"
"Block","PB19012019-01","44,342.08"
"Hourly","PH19012019","72,126.25"
"Block","PB19012020-01","36,138.41"
"Hourly","PH19012020","74,917.53"
"Block","PB19012021-01","33,701.86"
"Hourly","PH19012021","44,433.91"
"Hourly","PH19012022","88,608.26"
"Block","PB19012022-01","24,707.72"
"Block","PB19012023-01","16,049.76"
"Hourly","PH19012023","54,102.86"
"Hourly","PH19012100","10,202.58"
"Block","PB19012100-01","14,561.67"
"Hourly","PH19012101","7,769.13"
"Block","PB19012101-01","13,171.01"
"Block","PB19012102-01","12,732.74"
"Hourly","PH19012102","12,245.00"
"Block","PB19012103-01","343.98"
"Hourly","PH19012103","1,254.16"
"Hourly","PH19012104","1,776.98"
"Block","PB19012104-01","569.42"
"Hourly","PH19012105","21,382.81"
"Block","PB19012105-01","7,864.07"
"Block","PB19012106-01","11,487.00"
"Block","PB19012106-18","0.00"
"Hourly","PH19012106","29,754.51"
"Hourly","PH19012107","29,373.67"
"Block","PB19012107-01","15,183.75"
"Hourly","PH19012108","27,073.24"
"Block","PB19012108-01","26,282.06"
"Hourly","PH19012109","29,642.99"
"Block","PB19012109-01","24,411.55"
"Block","PB19012110-01","19,535.91"
"Hourly","PH19012110","51,114.02"
"Block","PB19012111-01","24,036.28"
"Hourly","PH19012111","73,481.14"
"Block","PB19012112-01","22,408.60"
"Hourly","PH19012112","105,019.43"
"Block","PB19012113-04","0.00"
"Block","PB19012113-03","2,819.43"
"Block","PB19012113-01","28,863.44"
"Hourly","PH19012113","127,468.57"
"Hourly","PH19012114","131,962.66"
"Block","PB19012114-01","24,544.97"
"Hourly","PH19012115","149,371.03"
"Block","PB19012115-01","29,129.62"
"Hourly","PH19012116","196,165.07"
"Block","PB19012116-01","26,226.56"
"Block","PB19012117-01","35,463.41"
"Hourly","PH19012117","181,953.50"
"Block","PB19012118-01","37,853.53"
"Hourly","PH19012118","170,669.13"
"Hourly","PH19012119","158,635.96"
"Block","PB19012119-01","24,409.57"
"Hourly","PH19012120","242,370.81"
"Block","PB19012120-01","64,052.67"
"Hourly","PH19012121","134,594.77"
"Block","PB19012121-01","29,132.54"
"Block","PB19012122-01","27,169.59"
"Hourly","PH19012122","92,233.78"
"Block","PB19012123-01","23,813.96"
"Hourly","PH19012123","146,558.79"
"Hourly","PH19012200","40,199.58"
"Block","PB19012200-01","11,105.80"
"Hourly","PH19012201","44,952.26"
"Block","PB19012201-01","14,912.03"
"Block","PB19012201-03","5,139.90"
"Hourly","PH19012202","43,309.81"
"Block","PB19012202-01","11,021.50"
"Hourly","PH19012203","45,727.82"
"Block","PB19012203-01","9,042.84"
"Block","PB19012204-01","10,012.34"
"Hourly","PH19012204","54,037.11"
"Block","PB19012205-01","8,861.59"
"Hourly","PH19012205","72,680.85"
"Hourly","PH19012206","148,156.91"
"Block","PB19012206-01","6,760.90"
"Hourly","PH19012207","103,779.04"
"Block","PB19012207-01","8,524.01"
"Hourly","PH19012208","65,203.14"
"Block","PB19012208-01","10,280.99"
"Hourly","PH19012209","58,161.88"
"Block","PB19012209-01","11,832.46"
"Block","PB19012210-01","12,865.85"
"Hourly","PH19012210","94,200.49"
"Block","PB19012211-01","14,866.84"
"Hourly","PH19012211","87,381.96"
"Block","PB19012212-01","12,299.24"
"Hourly","PH19012212","79,992.28"
"Block","PB19012213-01","10,963.20"
"Hourly","PH19012213","114,455.21"
"Block","PB19012214-01","20,366.44"
"Hourly","PH19012214","131,862.53"
"Block","PB19012215-01","20,842.10"
"Hourly","PH19012215","119,096.11"
"Block","PB19012216-01","38,718.25"
"Hourly","PH19012216","125,736.38"
"Block","PB19012217-01","44,392.68"
"Hourly","PH19012217","131,675.70"
"Block","PB19012218-01","31,011.88"
"Hourly","PH19012218","110,484.74"
"Block","PB19012219-01","16,454.10"
"Hourly","PH19012219","118,255.14"
"Block","PB19012220-02","14,239.66"
"Block","PB19012220-01","14,641.70"
"Hourly","PH19012220","172,127.42"
"Block","PB19012221-01","14,661.58"
"Hourly","PH19012221","103,720.21"
"Block","PB19012222-01","15,486.66"
"Hourly","PH19012222","111,837.16"
"Block","PB19012223-01","19,438.14"
"Hourly","PH19012223","108,765.69"
"Hourly","PH19012300","32,443.92"
"Block","PB19012300-01","8,556.74"
"Block","PB19012301-01","14,673.40"
"Hourly","PH19012301","30,464.44"
"Block","PB19012302-01","13,705.75"
"Hourly","PH19012302","22,187.50"
"Block","PB19012303-01","10,276.12"
"Hourly","PH19012303","10,914.63"
"Block","PB19012304-01","416.90"
"Hourly","PH19012304","2,255.57"
"Hourly","PH19012305","17,392.34"
"Block","PB19012305-01","18,023.39"
"Block","PB19012306-01","27,629.15"
"Hourly","PH19012306","33,871.14"
"Hourly","PH19012307","43,959.76"
"Block","PB19012307-01","17,243.65"
"Block","PB19012308-01","27,821.81"
"Hourly","PH19012308","48,204.36"
"Block","PB19012309-01","31,769.70"
"Hourly","PH19012309","20,324.55"
"Hourly","PH19012310","85,091.70"
"Block","PB19012310-01","48,788.75"
"Block","PB19012311-01","60,466.20"
"Hourly","PH19012311","98,039.05"
"Block","PB19012312-01","24,759.81"
"Hourly","PH19012312","212,476.06"
"Hourly","PH19012313","220,606.20"
"Block","PB19012313-01","20,401.91"
"Block","PB19012313-07","3,984.96"
"Hourly","PH19012314","209,515.72"
"Block","PB19012314-02","530.00"
"Block","PB19012314-01","26,703.45"
"Hourly","PH19012315","201,116.81"
"Block","PB19012315-01","30,102.30"
"Hourly","PH19012316","197,823.38"
"Block","PB19012316-01","22,117.81"
"Block","PB19012317-07","60,966.15"
"Block","PB19012317-01","44,450.31"
"Hourly","PH19012317","260,411.45"
"Hourly","PH19012318","244,619.90"
"Block","PB19012318-01","43,654.67"
"Hourly","PH19012319","69,659.93"
"Block","PB19012319-01","67,491.54"
"Hourly","PH19012320","74,181.76"
"Block","PB19012320-02","1,137.28"
"Block","PB19012320-01","23,024.29"
"Block","PB19012321-02","5,146.40"
"Hourly","PH19012321","52,128.16"
"Block","PB19012321-01","33,098.83"
"Block","PB19012322-01","22,787.72"
"Hourly","PH19012322","154,073.31"
"Block","PB19012323-01","24,023.09"
"Hourly","PH19012323","101,145.60"
"Hourly","PH19012400","61,865.95"
"Block","PB19012400-01","14,563.81"
"Block","PB19012401-01","18,852.89"
"Hourly","PH19012401","66,872.28"
"Hourly","PH19012402","41,203.25"
"Block","PB19012402-01","13,793.99"
"Hourly","PH19012403","2,226.46"
"Block","PB19012403-01","183.75"
"Block","PB19012404-01","1,718.25"
"Hourly","PH19012404","3,269.50"
"Block","PB19012405-01","6,576.00"
"Hourly","PH19012405","14,166.04"
"Hourly","PH19012406","59,579.89"
"Block","PB19012406-01","11,697.78"
"Block","PB19012407-01","17,619.19"
"Hourly","PH19012407","72,524.73"
"Block","PB19012408-01","34,982.61"
"Hourly","PH19012408","77,751.74"
"Hourly","PH19012409","73,926.17"
"Block","PB19012409-01","27,320.21"
"Hourly","PH19012410","120,072.08"
"Block","PB19012410-01","36,045.34"
"Block","PB19012411-01","50,353.23"
"Hourly","PH19012411","168,364.92"
"Block","PB19012412-04","2,193.60"
"Hourly","PH19012412","165,579.31"
"Block","PB19012412-01","30,696.27"
"Hourly","PH19012413","223,465.23"
"Block","PB19012413-01","47,739.46"
"Block","PB19012413-03","3,821.18"
"Hourly","PH19012414","236,688.01"
"Block","PB19012414-01","54,750.92"
"Block","PB19012415-01","38,883.86"
"Hourly","PH19012415","230,902.83"
"Block","PB19012416-01","41,980.74"
"Hourly","PH19012416","231,314.46"
"Block","PB19012417-01","51,460.81"
"Hourly","PH19012417","232,409.67"
"Block","PB19012418-01","53,075.58"
"Hourly","PH19012418","232,660.18"
"Block","PB19012419-01","57,704.32"
"Hourly","PH19012419","289,127.91"
"Block","PB19012420-01","60,865.83"
"Hourly","PH19012420","316,647.84"
"Block","PB19012421-01","54,886.48"
"Hourly","PH19012421","154,651.81"
"Block","PB19012422-01","46,843.00"
"Hourly","PH19012422","195,871.82"
"Block","PB19012423-01","34,002.98"
"Hourly","PH19012423","202,458.04"
"Hourly","PH19012500","98,366.01"
