"Contract Type","Contract Name","Min. Offer Price (TL/MWh)","Max. Offer Price (TL/MWh)"
"Hourly","PH19082219","300.00","399.00"
"Block","PB19082219-01","153.36","350.98"
"Hourly","PH19082220","310.00","399.00"
"Block","PB19082220-01","153.74","334.99"
"Hourly","PH19082221","295.00","400.00"
"Block","PB19082221-01","156.56","351.00"
"Hourly","PH19082222","300.00","400.00"
"Block","PB19082222-01","282.51","340.00"
"Block","PB19082223-01","275.86","399.99"
"Hourly","PH19082223","297.02","400.00"
"Hourly","PH19082300","285.00","405.00"
"Block","PB19082300-01","284.16","305.45"
"Block","PB19082301-01","290.24","308.69"
"Hourly","PH19082301","250.00","550.00"
"Block","PB19082302-01","279.70","315.98"
"Hourly","PH19082302","290.00","406.00"
"Hourly","PH19082303","285.00","404.00"
"Block","PB19082303-01","276.49","313.51"
"Hourly","PH19082304","290.00","403.00"
"Block","PB19082304-01","278.36","312.46"
"Block","PB19082305-01","273.05","311.27"
"Hourly","PH19082305","284.70","402.00"
"Hourly","PH19082306","250.00","399.00"
"Block","PB19082306-01","269.51","299.41"
"Block","PB19082307-01","275.07","313.55"
"Hourly","PH19082307","250.00","404.00"
"Block","PB19082308-01","283.01","322.87"
"Hourly","PH19082308","250.00","413.00"
"Block","PB19082309-01","290.79","314.26"
"Hourly","PH19082309","289.99","414.00"
"Hourly","PH19082310","300.00","415.00"
"Block","PB19082310-01","294.29","315.99"
"Block","PB19082311-01","291.27","317.00"
"Hourly","PH19082311","300.00","417.00"
"Block","PB19082312-01","283.51","310.24"
"Hourly","PH19082312","280.00","410.00"
"Hourly","PH19082313","299.30","408.00"
"Block","PB19082313-01","278.35","312.95"
"Block","PB19082313-03","0.00","0.00"
"Hourly","PH19082314","310.00","399.00"
"Block","PB19082314-01","76.28","338.50"
"Block","PB19082315-01","82.86","322.00"
"Hourly","PH19082315","308.02","399.00"
"Block","PB19082315-06","315.22","315.22"
"Hourly","PH19082316","0.00","399.00"
"Block","PB19082316-01","70.01","330.99"
"Block","PB19082317-01","77.72","327.89"
"Hourly","PH19082317","300.00","399.00"
"Block","PB19082318-01","75.59","325.00"
"Hourly","PH19082318","307.01","399.00"
"Block","PB19082319-01","76.31","323.99"
"Block","PB19082319-02","325.00","325.00"
"Hourly","PH19082319","309.00","407.86"
"Hourly","PH19082320","296.99","399.00"
"Block","PB19082320-01","288.38","319.69"
"Block","PB19082321-01","283.63","330.99"
"Hourly","PH19082321","309.05","407.97"
"Block","PB19082322-01","281.92","333.00"
"Hourly","PH19082322","307.00","398.99"
"Block","PB19082323-01","277.66","317.07"
"Hourly","PH19082323","300.00","399.00"
"Block","PB19082400-01","278.67","316.79"
"Hourly","PH19082400","307.57","397.57"
"Block","PB19082401-01","280.69","315.00"
"Hourly","PH19082401","300.00","350.00"
"Block","PB19082402-01","279.25","317.88"
"Hourly","PH19082402","300.00","350.00"
"Block","PB19082403-08","296.62","296.62"
"Block","PB19082403-01","273.73","329.99"
"Hourly","PH19082403","300.00","349.99"
"Hourly","PH19082404","300.00","351.00"
"Block","PB19082404-01","273.51","320.38"
"Hourly","PH19082405","300.00","376.80"
"Block","PB19082405-01","271.77","320.99"
"Block","PB19082406-01","226.35","262.62"
"Hourly","PH19082406","250.00","300.00"
"Block","PB19082407-01","261.41","291.67"
"Hourly","PH19082407","270.00","334.00"
"Hourly","PH19082408","300.00","355.00"
"Block","PB19082408-01","277.26","319.43"
"Block","PB19082409-01","279.22","320.00"
"Hourly","PH19082409","260.00","360.00"
"Hourly","PH19082410","300.00","354.99"
"Block","PB19082410-01","283.47","325.99"
"Hourly","PH19082411","310.00","399.00"
"Block","PB19082411-01","291.12","327.99"
"Block","PB19082412-01","281.76","324.75"
"Hourly","PH19082412","311.01","399.99"
"Block","PB19082413-01","283.50","320.00"
"Hourly","PH19082413","313.43","399.00"
"Block","PB19082414-01","284.58","330.00"
"Hourly","PH19082414","314.52","393.33"
"Block","PB19082415-01","284.85","316.08"
"Hourly","PH19082415","313.47","399.00"
"Block","PB19082415-02","325.00","325.00"
"Block","PB19082416-01","281.64","315.00"
"Hourly","PH19082416","310.00","399.00"
"Hourly","PH19082417","311.75","399.00"
"Block","PB19082417-01","280.80","311.75"
"Hourly","PH19082418","311.74","399.00"
"Block","PB19082418-01","284.79","311.74"
"Hourly","PH19082419","314.00","399.00"
"Block","PB19082419-01","284.47","314.44"
"Hourly","PH19082420","315.00","399.00"
"Block","PB19082420-01","288.95","329.93"
"Hourly","PH19082421","305.00","399.00"
"Block","PB19082421-01","283.33","330.00"
"Hourly","PH19082422","312.00","399.00"
"Block","PB19082422-01","281.60","326.99"
"Block","PB19082423-01","280.45","326.30"
"Hourly","PH19082423","308.00","399.00"
"Block","PB19082500-01","284.70","313.47"
"Hourly","PH19082500","310.00","350.00"
"Hourly","PH19082501","310.00","350.00"
"Block","PB19082501-01","286.39","313.65"
"Block","PB19082502-01","280.32","317.72"
"Hourly","PH19082502","300.00","350.00"
"Hourly","PH19082503","300.00","350.00"
"Block","PB19082503-01","275.17","314.42"
"Hourly","PH19082504","300.00","351.00"
"Block","PB19082504-01","272.83","310.00"
"Hourly","PH19082505","300.00","349.00"
"Block","PB19082505-01","273.70","309.77"
"Block","PB19082506-06","289.82","289.82"
"Hourly","PH19082506","275.00","326.00"
"Block","PB19082506-01","251.30","286.12"
"Block","PB19082507-01","234.01","266.00"
"Hourly","PH19082507","256.92","309.00"
"Hourly","PH19082508","294.00","350.00"
"Block","PB19082508-01","273.39","310.70"
"Hourly","PH19082509","278.40","346.00"
"Block","PB19082509-01","270.87","297.00"
"Block","PB19082510-01","272.45","300.57"
"Hourly","PH19082510","250.00","349.00"
"Hourly","PH19082511","250.00","402.00"
"Block","PB19082511-01","273.89","305.00"
"Hourly","PH19082512","293.35","399.00"
"Block","PB19082512-01","278.55","305.00"
"Block","PB19082513-01","275.27","314.10"
"Hourly","PH19082513","300.00","399.99"
"Block","PB19082514-01","278.64","317.05"
"Hourly","PH19082514","297.01","399.99"
"Block","PB19082515-01","280.89","324.00"
"Hourly","PH19082515","300.00","390.00"
"Block","PB19082516-01","278.94","315.35"
"Hourly","PH19082516","300.04","390.00"
"Hourly","PH19082517","306.10","390.00"
"Block","PB19082517-01","283.33","327.99"
"Block","PB19082518-01","280.64","333.77"
"Hourly","PH19082518","309.70","390.00"
"Block","PB19082519-01","287.48","330.00"
"Hourly","PH19082519","313.89","390.00"
"Hourly","PH19082520","316.00","390.00"
"Block","PB19082520-01","287.17","336.90"
"Hourly","PH19082521","313.34","390.00"
"Block","PB19082521-03","315.00","315.00"
"Block","PB19082521-01","295.57","333.78"
"Block","PB19082522-01","285.23","335.90"
"Hourly","PH19082522","310.20","393.74"
"Hourly","PH19082523","308.01","390.00"
"Block","PB19082523-01","288.58","326.98"
"Hourly","PH19082600","280.00","324.99"
"Block","PB19082600-01","280.91","307.30"
"Block","PB19082601-01","277.44","306.82"
"Hourly","PH19082601","280.00","387.20"
"Hourly","PH19082602","286.20","399.00"
"Block","PB19082602-01","291.41","304.22"
"Hourly","PH19082603","290.00","399.00"
"Block","PB19082603-01","282.87","302.30"
"Hourly","PH19082604","288.00","399.00"
"Block","PB19082604-01","273.26","301.65"
"Hourly","PH19082605","283.20","399.00"
"Block","PB19082605-01","271.82","309.86"
"Block","PB19082606-01","237.90","263.78"
"Hourly","PH19082606","230.00","399.00"
"Block","PB19082607-01","281.95","305.00"
"Hourly","PH19082607","250.00","399.00"
"Block","PB19082608-01","284.95","315.53"
"Hourly","PH19082608","260.00","399.00"
"Hourly","PH19082609","300.00","399.00"
"Block","PB19082609-01","289.77","318.59"
"Hourly","PH19082610","312.70","399.00"
"Block","PB19082610-03","315.96","315.96"
"Block","PB19082610-01","285.43","331.30"
"Block","PB19082611-01","290.08","330.00"
"Hourly","PH19082611","308.00","399.00"
"Block","PB19082612-01","292.36","342.95"
"Block","PB19082612-12","318.00","321.00"
"Hourly","PH19082612","303.00","399.00"
"Block","PB19082612-07","319.00","319.00"
"Hourly","PH19082613","305.00","399.00"
"Block","PB19082613-11","0.00","0.00"
"Block","PB19082613-01","285.79","340.69"
"Block","PB19082613-02","0.00","0.00"
"Hourly","PH19082614","318.00","401.21"
"Block","PB19082614-01","291.67","342.00"
"Block","PB19082614-03","320.00","320.00"
"Block","PB19082615-01","288.75","343.53"
"Hourly","PH19082615","318.46","400.96"
"Block","PB19082616-01","292.89","347.98"
"Block","PB19082616-02","320.15","320.15"
"Hourly","PH19082616","318.01","400.39"
"Block","PB19082617-01","289.08","353.80"
"Hourly","PH19082617","315.00","399.99"
"Hourly","PH19082618","147.00","399.00"
"Block","PB19082618-01","285.32","340.80"
"Block","PB19082619-01","286.50","341.00"
"Block","PB19082619-03","317.00","317.00"
"Hourly","PH19082619","316.10","399.00"
"Block","PB19082620-04","315.00","315.00"
"Block","PB19082620-01","292.63","343.80"
"Hourly","PH19082620","317.70","399.00"
"Hourly","PH19082621","315.60","399.00"
"Block","PB19082621-01","285.35","338.00"
"Block","PB19082622-01","283.47","338.80"
"Hourly","PH19082622","313.19","2,000.00"
"Block","PB19082623-01","280.74","345.97"
"Hourly","PH19082623","311.00","399.00"
"Block","PB19082700-01","277.55","308.11"
"Hourly","PH19082700","308.04","385.05"
"Block","PB19082700-06","308.00","308.00"
"Hourly","PH19082701","308.00","408.00"
"Block","PB19082701-01","282.35","308.55"
"Block","PB19082702-01","278.14","304.26"
"Hourly","PH19082702","304.26","399.00"
"Hourly","PH19082703","300.83","399.00"
"Block","PB19082703-01","278.57","300.83"
"Block","PB19082704-01","270.95","309.76"
"Hourly","PH19082704","300.74","399.00"
"Hourly","PH19082705","300.40","399.00"
"Block","PB19082705-01","271.35","309.45"
"Hourly","PH19082706","280.00","384.00"
"Block","PB19082706-01","257.47","285.28"
"Block","PB19082707-01","279.39","302.70"
"Hourly","PH19082707","290.00","399.00"
"Hourly","PH19082708","300.36","399.00"
"Block","PB19082708-01","279.26","309.65"
"Block","PB19082709-01","283.62","312.26"
"Hourly","PH19082709","32.00","399.00"
"Block","PB19082710-01","284.89","350.00"
"Hourly","PH19082710","314.77","399.00"
"Block","PB19082710-02","0.00","0.00"
"Hourly","PH19082711","316.64","399.00"
"Block","PB19082711-13","0.00","0.00"
"Block","PB19082711-01","286.06","330.10"
"Block","PB19082712-01","288.18","329.40"
"Hourly","PH19082712","314.62","399.00"
"Block","PB19082713-04","320.00","320.00"
"Hourly","PH19082713","316.00","399.00"
"Block","PB19082713-01","285.00","316.00"
"Hourly","PH19082714","320.60","400.75"
"Block","PB19082714-10","320.00","320.00"
"Block","PB19082714-01","87.55","338.01"
"Block","PB19082715-01","75.66","342.81"
"Hourly","PH19082715","321.20","401.50"
"Hourly","PH19082716","321.14","399.00"
"Block","PB19082716-01","78.83","321.14"
"Block","PB19082717-01","77.37","349.97"
"Hourly","PH19082717","319.42","399.00"
"Hourly","PH19082718","315.99","399.00"
"Block","PB19082718-01","72.93","348.90"
"Block","PB19082719-01","72.34","346.90"
"Hourly","PH19082719","315.85","399.00"
"Hourly","PH19082720","316.00","410.80"
"Block","PB19082720-01","73.45","325.48"
"Hourly","PH19082721","313.76","399.00"
"Block","PB19082721-01","282.64","337.10"
"Hourly","PH19082722","310.93","399.00"
"Block","PB19082722-01","281.35","335.17"
"Block","PB19082723-01","276.50","335.50"
"Hourly","PH19082723","306.83","399.00"
"Hourly","PH19082800","299.00","410.00"
"Block","PB19082800-01","280.05","320.04"
"Hourly","PH19082801","300.00","399.00"
"Block","PB19082801-05","305.00","305.00"
"Block","PB19082801-01","283.98","310.38"
"Hourly","PH19082802","288.10","399.00"
"Block","PB19082802-01","283.95","306.46"
"Hourly","PH19082803","290.00","399.00"
"Block","PB19082803-01","274.04","313.22"
"Block","PB19082804-01","273.14","312.24"
"Hourly","PH19082804","293.00","399.00"
"Block","PB19082805-01","278.38","302.81"
"Hourly","PH19082805","295.00","399.00"
"Block","PB19082806-01","278.49","310.36"
"Hourly","PH19082806","295.00","399.00"
"Hourly","PH19082807","294.89","399.00"
"Block","PB19082807-01","279.24","304.01"
"Block","PB19082808-01","285.16","312.89"
"Hourly","PH19082808","302.00","399.00"
"Block","PB19082809-01","286.87","315.99"
"Hourly","PH19082809","285.61","399.00"
"Block","PB19082810-01","289.02","319.03"
"Hourly","PH19082810","278.40","399.00"
"Block","PB19082811-01","292.14","321.95"
"Block","PB19082811-02","319.99","320.00"
"Hourly","PH19082811","290.00","399.00"
"Hourly","PH19082812","288.00","399.00"
"Block","PB19082812-01","289.31","318.12"
"Block","PB19082813-03","328.99","330.00"
"Block","PB19082813-02","319.99","320.00"
"Block","PB19082813-01","290.99","329.00"
"Hourly","PH19082813","285.00","399.00"
"Block","PB19082814-01","297.99","340.00"
"Hourly","PH19082814","297.01","399.00"
"Block","PB19082814-02","0.00","0.00"
"Block","PB19082814-03","0.00","0.00"
"Hourly","PH19082815","300.00","399.00"
"Block","PB19082815-01","296.77","337.84"
"Hourly","PH19082816","301.30","399.00"
"Block","PB19082816-01","295.83","399.00"
"Hourly","PH19082817","310.00","399.00"
"Block","PB19082817-01","294.25","330.00"
"Block","PB19082817-07","319.45","319.45"
"Block","PB19082818-01","295.56","331.22"
"Hourly","PH19082818","310.00","399.00"
"Hourly","PH19082819","0.00","399.00"
"Block","PB19082819-01","292.52","340.99"
"Block","PB19082820-01","291.93","332.15"
"Hourly","PH19082820","0.00","399.00"
"Block","PB19082821-01","286.58","327.57"
"Hourly","PH19082821","270.00","399.00"
"Block","PB19082822-01","284.29","324.72"
"Hourly","PH19082822","270.00","399.00"
"Hourly","PH19082823","280.00","399.00"
"Block","PB19082823-01","281.75","320.70"
"Hourly","PH19082900","295.00","337.00"
"Block","PB19082900-01","277.50","316.33"
"Hourly","PH19082901","295.00","337.00"
"Block","PB19082901-01","277.32","307.12"
"Hourly","PH19082902","294.69","399.00"
"Block","PB19082902-01","274.48","303.80"
"Block","PB19082903-01","275.64","301.89"
"Hourly","PH19082903","290.00","399.00"
"Hourly","PH19082904","290.00","399.00"
"Block","PB19082904-01","275.97","301.47"
"Block","PB19082905-01","280.07","300.88"
"Hourly","PH19082905","290.00","399.00"
"Block","PB19082906-01","242.15","269.01"
"Hourly","PH19082906","240.00","399.00"
"Hourly","PH19082907","285.31","399.00"
"Block","PB19082907-01","272.14","302.05"
"Hourly","PH19082908","299.90","399.00"
"Block","PB19082908-01","288.55","312.85"
"Hourly","PH19082909","305.00","399.00"
"Block","PB19082909-01","286.89","315.00"
"Block","PB19082910-01","286.61","316.55"
"Hourly","PH19082910","280.00","399.00"
"Block","PB19082911-01","289.70","319.96"
"Hourly","PH19082911","305.00","399.00"
"Hourly","PH19082912","290.00","399.00"
"Block","PB19082912-07","321.00","321.00"
"Block","PB19082912-01","285.85","315.36"
"Hourly","PH19082913","296.00","399.00"
"Block","PB19082913-01","288.69","320.00"
"Block","PB19082913-11","308.00","310.00"
"Block","PB19082914-01","293.35","324.82"
"Block","PB19082914-03","323.00","323.00"
"Hourly","PH19082914","300.00","399.00"
"Hourly","PH19082915","300.01","399.00"
"Block","PB19082915-02","322.00","322.00"
"Block","PB19082915-01","291.76","323.57"
"Block","PB19082916-01","291.58","323.66"
"Hourly","PH19082916","295.00","399.00"
"Hourly","PH19082917","300.00","337.74"
"Block","PB19082917-01","292.52","324.99"
"Block","PB19082918-01","297.23","325.00"
"Hourly","PH19082918","300.00","399.00"
"Block","PB19082919-01","287.81","326.96"
"Hourly","PH19082919","300.00","412.67"
"Block","PB19082920-01","294.68","326.38"
"Hourly","PH19082920","290.00","389.00"
"Hourly","PH19082921","300.00","407.64"
"Block","PB19082921-01","282.56","322.97"
"Hourly","PH19082922","291.01","404.11"
"Block","PB19082922-02","310.00","310.00"
"Block","PB19082922-01","282.37","320.18"
"Block","PB19082923-01","276.58","315.72"
"Hourly","PH19082923","295.00","390.00"
"Block","PB19083000-01","272.44","310.98"
"Hourly","PH19083000","297.11","399.00"
"Block","PB19083001-01","282.14","304.99"
"Hourly","PH19083001","290.00","399.00"
"Block","PB19083002-01","271.64","399.00"
"Hourly","PH19083002","290.00","399.00"
"Block","PB19083003-01","268.45","297.69"
"Hourly","PH19083003","275.00","385.00"
"Block","PB19083004-01","271.62","307.64"
"Hourly","PH19083004","285.00","396.00"
"Block","PB19083005-01","262.00","289.02"
"Hourly","PH19083005","280.00","378.00"
"Block","PB19083006-01","208.15","230.00"
"Hourly","PH19083006","220.00","329.00"
"Block","PB19083007-01","262.36","292.67"
"Hourly","PH19083007","275.00","373.00"
"Block","PB19083008-01","274.68","301.79"
"Hourly","PH19083008","300.00","901.79"
"Block","PB19083009-01","273.16","301.09"
"Hourly","PH19083009","300.00","399.00"
"Block","PB19083010-01","276.63","303.92"
"Hourly","PH19083010","300.00","393.00"
"Block","PB19083011-01","275.70","305.90"
"Hourly","PH19083011","300.03","395.00"
"Block","PB19083012-01","275.64","312.00"
"Hourly","PH19083012","34.56","392.00"
"Block","PB19083013-01","278.27","302.19"
"Hourly","PH19083013","292.00","392.00"
"Block","PB19083014-01","278.69","306.71"
"Hourly","PH19083014","295.00","396.00"
"Block","PB19083015-01","277.76","308.99"
"Hourly","PH19083015","295.00","395.00"
"Block","PB19083016-01","277.83","304.62"
"Hourly","PH19083016","290.00","394.00"
"Block","PB19083017-01","275.42","305.24"
"Hourly","PH19083017","295.00","395.00"
"Block","PB19083018-01","282.54","309.17"
"Hourly","PH19083018","292.00","329.44"
"Block","PB19083019-01","277.43","311.10"
"Hourly","PH19083019","297.00","399.49"
"Block","PB19083020-01","281.89","318.00"
"Hourly","PH19083020","302.00","405.88"
"Block","PB19083021-01","280.45","318.00"
"Hourly","PH19083021","295.62","402.89"
"Block","PB19083022-01","275.82","305.99"
"Hourly","PH19083022","283.00","905.65"
"Block","PB19083023-01","272.47","302.33"
"Hourly","PH19083023","280.02","399.00"
"Hourly","PH19083100","240.00","499.00"
"Block","PB19083100-01","288.16","312.72"
"Hourly","PH19083101","291.00","500.00"
"Block","PB19083101-01","276.98","305.76"
"Hourly","PH19083102","260.00","399.00"
"Block","PB19083102-01","275.11","303.89"
"Block","PB19083103-01","283.85","301.72"
"Hourly","PH19083103","280.00","399.00"
"Hourly","PH19083104","280.00","399.00"
"Block","PB19083104-01","271.22","300.76"
"Hourly","PH19083105","270.00","388.00"
"Block","PB19083105-01","261.55","298.86"
"Block","PB19083106-01","187.07","212.18"
"Hourly","PH19083106","130.00","303.00"
"Hourly","PH19083107","170.00","348.00"
